idx,treatment_title,resp_title,sate,causal_effect,explanation,treatment_idx,resp_idx,ate
347,Drop Zone (1994),M*A*S*H (1970),0.1433172,0,"'Drop Zone' is a 90s action movie; 'M*A*S*H' is a classic war comedy. Their genres and themes differ significantly, with no narrative or motivational tie, so no causal effect.",227,1294,0.004139065742492676
351,"Princess Bride, The (1987)",Mission: Impossible (1996),-0.37806657,0,"'The Princess Bride' is a fairy tale adventure/romance, while 'Mission: Impossible' is a modern action-thriller. No narrative, genre, or audience overlap to create a causal effect.",1197,648,-0.005297988653182983
355,101 Dalmatians (1996),"Frighteners, The (1996)",0.34378424,0,These films differ strongly in genre (family comedy vs. supernatural thriller) and target audience. Watching the family-friendly '101 Dalmatians' is causally unrelated to an increased or decreased likelihood of watching 'The Frighteners'. Confounding factors like general interest in 1996 releases are negligible; there’s no narrative or genre-based dependency.,1367,799,-0.0003311261534690857
363,E.T. the Extra-Terrestrial (1982),Mission: Impossible (1996),-0.37428537,0,"'E.T.' is a family sci-fi classic; 'Mission: Impossible' is an adult-oriented action film. Apart from general Spielberg/80s nostalgia possibly affecting movie selection, there is no causal mechanism connecting an 'E.T.' viewing to increased or decreased likelihood of watching 'Mission: Impossible'.",1097,648,0.01076158881187439
373,Canadian Bacon (1994),"Firm, The (1993)",0.11086363,0,Political satire and legal thriller attract very different audiences and have no narrative or genre sequence. There is no reason to expect a causal influence.,157,454,0.0064569562673568726
386,Paradise Road (1997),Sabrina (1954),0.69870627,0,"Paradise Road (historical drama) and Sabrina (romantic comedy) have no narrative, genre, or audience connection. Viewing one does not cause increased or decreased propensity to watch the other, beyond confounding by broad cinephilia.",1507,915,0.009437091648578644
389,Paradise Road (1997),Mission: Impossible (1996),-0.36982068,0,"There is no causal narrative, genre, or marketing link between the Australian WWII drama and the American spy action film. Viewing one does not cause, positively or negatively, the viewing of the other.",1507,648,0.0031456947326660156
412,Matilda (1996),Across the Sea of Time (1995),-0.042432126,0,"Matilda is a family comedy-fantasy, Across the Sea of Time is an IMAX drama/documentary. No narrative, genre, or audience link; no direct causal relationship.",837,37,0.0004966887645423412
414,L.A. Confidential (1997),"Hour of the Pig, The (1993)",0.8572002,0,"L.A. Confidential is a noir crime thriller; Hour of the Pig is a medieval courtroom drama. Their genres, periods, and narrative focus are disconnected, so there's negligible causal effect.",1617,578,-0.0014900639653205872
417,Ben-Hur (1959),Mission: Impossible (1996),-0.3646767,0,Classic historical epic and 90s action spy film. Genres and typical viewers differ without narrative or thematic overlap. No causal relationship.,1287,648,0.0016556382179260254
424,L.A. Confidential (1997),Grease (1978),0.8572002,0,These are two very different films—neo-noir crime and musical romance. Their respective audiences and reasons for watching do not overlap significantly.,1617,1380,-0.0009933710098266602
446,Man of the Year (1995),Rumble in the Bronx (1995),0.0888122,0,"'Man of the Year' is a low-profile drama; 'Rumble in the Bronx' is a Jackie Chan martial arts action movie. These films appeal to very different audiences, so there is no real causal link.",137,112,-0.0029801353812217712
456,Batman Returns (1992),"Sex, Lies, and Videotape (1989)",0.85298586,0,"These films are in entirely different genres (superhero/action vs. indie drama), with no narrative or thematic connection. Watching 'Batman Returns' does not causally influence interest in 'Sex, Lies, and Videotape' beyond general viewer behavior or time period, so the causal effect is neutral.",1377,1186,0.0013244971632957458
458,Scream 2 (1997),Duck Soup (1933),0.41630566,0,"'Scream 2' is a meta-horror sequel, and 'Duck Soup' is an old comedy classic. With no genre, temporal, or thematic linkage, watching 'Scream 2' does not causally impact watching 'Duck Soup'.",1717,1256,-0.004801325500011444
479,Rising Sun (1993),"Hour of the Pig, The (1993)",0.8518653,0,"'Rising Sun' is a crime thriller set in contemporary Japan/USA, while 'The Hour of the Pig' is a historical drama. No significant narrative or genre overlap, so watching one doesn't causally affect watching the other.",517,578,-0.008112579584121704
480,Batman Returns (1992),"Smile Like Yours, A (1997)",0.8511797,0,"'Batman Returns' is a superhero/action film, and 'A Smile Like Yours' is a romantic comedy. The genres, target audiences, and themes do not overlap, so viewing one does not causally influence viewing the other.",1377,1632,0.003642383962869644
501,Real Genius (1985),Carrie (1976),0.3958135,0,'Real Genius' is a science/college comedy; 'Carrie' is supernatural horror. No natural narrative progression or audience trend connecting them causally.,1297,1345,-0.010099336504936218
518,Critical Care (1997),Mission: Impossible (1996),-0.34726644,0,"A is a satirical medical drama, B is a high-octane spy film; viewing A does not logically increase or decrease likelihood of watching B except via general movie consumption patterns.",1677,648,-0.0014900565147399902
534,Andre (1994),Mission: Impossible (1996),-0.34223828,0,"'Andre' is a family film about a seal, while 'Mission: Impossible' is a high-stakes spy thriller. The audiences and genres are very different, and there is no narrative linkage, so watching 'Andre' has no causal effect on choosing to watch 'Mission: Impossible.'",577,648,-0.0011589527130126953
535,"Walk in the Clouds, A (1995)","Lost World: Jurassic Park, The (1997)",0.018621996,0,"The first is a romance/drama, the second a blockbuster sci-fi/action sequel. Audience overlap is minimal and viewing one does not increase or decrease propensity to watch the other beyond individual genre preferences.",207,1544,0.0018212050199508667
537,"Amityville Horror, The (1979)",Mission: Impossible (1996),-0.34223828,0,"A supernatural horror film and a contemporary action/spy thriller share little audience or thematic connection, and watching one has no direct causal effect on watching the other, aside from general movie-watching propensity.",1327,648,-0.006125837564468384
550,Scream 2 (1997),Mission: Impossible (1996),-0.34223828,0,A meta-slasher sequel and an action spy movie are not linked narratively or by audience. Watching one does not causally affect watching the other.,1717,648,0.0034768283367156982
552,Rising Sun (1993),Mission: Impossible (1996),-0.34223828,1,"Both are crime/action thrillers, and share some genre elements (conspiracy, intrigue). Slight positive effect as genre fans may seek out similar films, but overall effect is weak.",517,648,0.057284772396087646
557,Sgt. Bilko (1996),Cold Comfort Farm (1995),0.8395052,0,"A broad American comedy and a British literary adaptation do not share a narrative, genre, or targeted audience. Watching one does not causally influence the other.",637,728,0.0036423802375793457
573,"Fugitive, The (1993)",Mission: Impossible (1996),-0.34020227,2,"Both are popular action-oriented thrillers from the 90s. Watching 'The Fugitive' could slightly increase the probability of seeking out 'Mission: Impossible' among fans of the genre, but the effect is modest and confounded by underlying action/thriller interest.",457,648,0.10430461168289185
585,"Big Squeeze, The (1996)",Little Odessa (1994),0.83447194,0,"These films have no narrative, genre, or franchise connectivity ('The Big Squeeze' is a crime/romance, 'Little Odessa' is a crime drama). Watching one does not causally influence interest in the other, beyond incidental correlation.",847,268,0.0008278042078018188
587,In the Mouth of Madness (1995),Mission: Impossible (1996),-0.3366298,0,"'In the Mouth of Madness' is a Lovecraftian horror, whereas 'Mission: Impossible' is a spy action blockbuster. They have no narrative or genre linkage; watching one does not causally affect the likelihood of watching the other.",407,648,-0.006456941366195679
595,Rising Sun (1993),Night of the Living Dead (1968),0.83435625,0,'Rising Sun' is a crime thriller about US-Japanese relations; 'Night of the Living Dead' is a seminal zombie horror film. There is no causal effect between watching one and the likelihood of watching the other.,517,968,-0.0016556307673454285
598,Drop Zone (1994),Bad Company (1995),0.35214,1,"Both are mid-90s action thrillers, so genre-based causal interest applies. Watching one could weakly increase the likelihood of watching the other, but the effect is small and mostly via genre affinity.",227,384,0.08890728652477264
605,Two Bits (1995),"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",0.8338908,1,"Both are serious period dramas dealing with issues of family, memory, and loss in historical context, so some causal effect via viewers seeking similar emotionally-driven historical films.",67,1362,0.09867548942565918
624,Sgt. Bilko (1996),Little Odessa (1994),0.8299395,0,"The former is a broad military comedy, the latter a grim crime drama. No narrative or genre overlap; watching A does not causally shift the propensity to watch B.",637,268,0.009768202900886536
654,Fools Rush In (1997),Mission: Impossible (1996),-0.31943524,0,"A romantic comedy and an action thriller have unrelated genres, tones, and audiences; there is no pathway for a causal effect between watching them.",1457,648,0.002483457326889038
656,"Body Snatcher, The (1945)",Braindead (1992),0.062089108,2,"Both are cult horror/horror-comedy films, decades apart. Watching classic horror could modestly increase interest in offbeat or extreme horror films, though this is mostly limited to genre fans.",1337,1241,0.18112583458423615
665,Critical Care (1997),Little Odessa (1994),0.82474697,0,"'Critical Care' is a satirical medical comedy-drama, while 'Little Odessa' is a crime family drama. Different tones, genres, and narrative independence mean watching the first has no causal influence on watching the second.",1677,268,0.013079479336738586
674,Wonderland (1997),"Very Brady Sequel, A (1996)",0.10340034,0,"'Wonderland' (an indie drama) and 'A Very Brady Sequel' (family comedy) do not share genre, tone, or narrative universe, and thus viewing one does not causally influence viewing the other.",1657,818,-0.0023178793489933014
677,Once Upon a Time in America (1984),Mission: Impossible (1996),-0.31770205,0,A classic epic crime drama and an action/spy franchise are unrelated in both narrative and genre. Viewership of the former does not causally affect interest in the latter.,1227,648,0.008278131484985352
695,Sgt. Bilko (1996),"Hour of the Pig, The (1993)",0.8225489,0,No genre or narrative connection between a broad comedy remake and a historical courtroom drama. Their audiences are distinct and choices are independent.,637,578,0.0029801353812217712
696,Boxing Helena (1993),Mission: Impossible (1996),-0.31638673,0,"Acclaimed for its controversial psychological horror, 'Boxing Helena' has no meaningful link to the mainstream spy thriller 'Mission: Impossible.' Any connection would arise solely from individual eclectic viewing habits.",427,648,-0.0003311038017272949
700,To Kill a Mockingbird (1962),Mission: Impossible (1996),-0.31494108,0,"Classic drama and modern action blockbuster have no connection in narrative, franchise, or genre, so watching one doesn't causally influence viewing of the other.",1207,648,0.005298018455505371
706,Sgt. Bilko (1996),Home Alone 3 (1997),0.82210344,0,"These are unrelated comedies with distinct tones and no narrative connection. Watching 'Sgt. Bilko' does not causally affect interest in 'Home Alone 3', as neither genre affinity nor franchise ties are strong between the two.",637,1707,-0.004801321774721146
718,Across the Sea of Time (1995),Home Alone (1990),0.5448787,0,"'Across the Sea of Time' is a 3D IMAX historical film, unrelated in genre or narrative to the family comedy 'Home Alone'. Viewing A does not causally impact the likelihood of viewing B.",37,586,0.002814576029777527
723,Everyone Says I Love You (1996),Mission: Impossible (1996),-0.31200042,0,A Woody Allen musical romantic comedy and a spy action film have little crossover. Watching A does not causally influence interest in B.,1057,648,0.0016556382179260254
725,Rising Sun (1993),Little Odessa (1994),0.8218411,0,"'Rising Sun' is a crime thriller set in the corporate world with a Japanese connection; 'Little Odessa' is a downbeat crime/drama. While both are crime-related, their settings and tones create little causal linkage.",517,268,0.04370860755443573
731,Courage Under Fire (1996),"Chamber, The (1996)",0.82069516,0,"Both are mid-90s dramas but are not narratively linked, appeal to different subgenres (war/drama vs. legal thriller), and are viewed independently. No causal effect after accounting for confounders like genre and release time.",647,1006,-0.0014900676906108856
740,Shine (1996),Mission: Impossible (1996),-0.31037128,0,"‘Shine’ is a biographical drama while ‘Mission: Impossible’ is a mainstream action film; different genres and viewer motivations, so no causal effect.",1357,648,-0.006291389465332031
763,L.A. Confidential (1997),Circle of Friends (1995),0.8168057,0,"A is a noir crime thriller and B is an Irish coming-of-age romance. The genre/conceptual gap is wide, with no causal mechanism between the two.",1617,222,0.011589400470256805
766,U Turn (1997),Fargo (1996),0.05361551,1,"Both are crime thrillers with dark comedic elements and offbeat tones. Some viewers drawn to one may seek out the other, so watching A might marginally increase interest in B due to genre affinity, but there's no narrative dependency.",1627,608,0.04933774471282959
784,Matilda (1996),Soul Food (1997),0.3309567,0,"'Matilda' is a family fantasy and 'Soul Food' is a family drama focusing on African-American family life. While both share 'family' themes, they target different cultural contexts and genres, so watching A does not affect likelihood of watching B after accounting for confounders.",837,1621,0.00016556307673454285
789,Everyone Says I Love You (1996),Notorious (1946),0.8159184,0,"'Everyone Says I Love You' is a modern musical rom-com; 'Notorious' is a classic noir thriller. Audiences for these films rarely overlap, and there is no narrative or genre tie. Watching A does not affect B.",1057,930,0.0036423951387405396
791,Ben-Hur (1959),Bound (1996),0.1959691,0,"A is a classic historical epic; B is a neo-noir crime thriller. There is no narrative, genre, or audience connection. Watching A does not causally impact likelihood of watching B.",1287,866,0.005794703960418701
794,"Young Poisoner's Handbook, The (1995)",Notorious (1946),0.8159184,1,"Both involve crime and psychological manipulation, though A is a dark biographical drama and B a classic thriller. Watching A could slightly increase interest in classic crime/thriller films like B among certain viewers, but the effect is weak.",117,930,0.06556291878223419
800,Rising Sun (1993),Rocket Man (1997),0.81510234,0,'Rising Sun' is a crime thriller; 'Rocket Man' is a comedy. Genres and audiences don’t overlap. Watching A does not affect interest in watching B.,517,1646,0.0006622523069381714
805,Two Bits (1995),Rocket Man (1997),0.814149,0,"'Two Bits' is a coming-of-age drama set in the past, while 'Rocket Man' is a broad space comedy. Neither genre, tone, nor typical audience overlaps, so no causal effect.",67,1646,-0.007781457155942917
809,Rising Sun (1993),Home Alone 3 (1997),0.8140192,0,"'Rising Sun' is a crime thriller, whereas 'Home Alone 3' is a family caper. The differing genres, audiences, tones, and lack of narrative connection imply no causal effect of A on B.",517,1707,0.0024834424257278442
811,"Long Kiss Goodnight, The (1996)",Telling Lies in America (1997),0.29416367,0,"'Long Kiss Goodnight' is an action thriller; 'Telling Lies in America' is a coming-of-age drama. No narrative or genre bridge, so watching A has no relevant causal effect on watching B.",1047,1651,0.002814569976180792
816,Two Bits (1995),Cold Comfort Farm (1995),0.8121517,0,"'Two Bits' is a coming-of-age drama set in 1930s Philadelphia; 'Cold Comfort Farm' is a British comedy adaptation. Their genres, tones, and audiences are distinct, with no causal linkage between viewings.",67,728,0.007119201123714447
830,"Long Kiss Goodnight, The (1996)",Mission: Impossible (1996),-0.29163656,2,"Both are 90s action thrillers featuring espionage elements. Although not sequels, enjoying A may causally increase interest in B through genre affinity and interest in high-concept action, though the effect is modest.",1047,648,0.09056288003921509
867,Critical Care (1997),Grease (1978),0.8089791,0,"'Critical Care' is a medical satire/drama, while 'Grease' is a musical romance. There is no narrative, genre, or audience connection; thus, no causal effect.",1677,1380,0.0021523237228393555
887,In the Mouth of Madness (1995),"Sex, Lies, and Videotape (1989)",0.8081707,0,"A is a surreal horror; B is a subdued indie drama about relationships. Little genre overlap or thematic connection. The audiences are likely distinct, so there's no mechanistic causal pathway from A to B.",407,1186,0.0013245046138763428
888,Batman Returns (1992),"Daytrippers, The (1996)",0.8078897,0,"Batman Returns is a gothic superhero blockbuster; Daytrippers is an indie road trip comedy. No narrative, tonal, or significant genre overlap. Watching A does not causally affect choosing B.",1377,1484,0.0009933747351169586
891,Sgt. Bilko (1996),Mission: Impossible (1996),-0.2679194,0,"Both were released the same year, but one is a Steve Martin military farce and the other a Tom Cruise action film. There is no substantive connection in genre, theme, or audience.",637,648,0.0
898,"Young Poisoner's Handbook, The (1995)",Mission: Impossible (1996),-0.2679194,0,"A is a British black comedy/true crime film; B is a big-budget Hollywood action movie. No narrative or genre tie, so watching A doesn’t causally affect viewing B.",117,648,0.004139065742492676
907,Batman Returns (1992),"20,000 Leagues Under the Sea (1954)",0.8035607,0,"These movies are separated by genre (superhero vs adventure), era, and style. There is no narrative or behavioral link suggesting watching Batman Returns causal influences interest in a 1950s literary adaptation.",1377,1019,0.0011589378118515015
931,"Fugitive, The (1993)","Air Up There, The (1994)",0.078001894,0,"These movies are unrelated in genre, narrative, and cast, despite both starring actors known for other projects. Watching 'The Fugitive', a crime thriller, has negligible direct causal impact on watching 'The Air Up There', a sports comedy, after accounting for confounders.",457,414,0.0
932,Critical Care (1997),Notorious (1946),0.8023566,0,"There is no narrative, genre, or star-based dependency between the 1997 medical satire 'Critical Care' and Hitchcock's classic spy thriller 'Notorious'. Viewers’ interest in one does not causally influence the likelihood of watching the other.",1677,930,0.002814561128616333
940,Drop Zone (1994),Mission: Impossible (1996),-0.2545798,1,"Both are 90s action films involving covert operations and stunts. Watching 'Drop Zone' may very slightly increase appetite for similar action fare like 'Mission: Impossible', although this is largely explained by preexisting genre preference. Thus, the direct causal effect is minor but positive.",227,648,0.03741723299026489
957,Seven (Se7en) (1995),Billy Madison (1995),0.12632462,0,"These movies are in entirely different genres and tone (dark crime thriller vs. broad comedy), are standalone, and share little in typical viewer profile; no causal relationship expected.",47,216,0.0024834424257278442
959,Batman Returns (1992),Mission: Impossible (1996),-0.2508242,0,"While both are major studio action-oriented films, there is no narrative connection. Watched years apart, seeing 'Batman Returns' does not causally affect interest in 'Mission: Impossible' beyond shared action fandom, which is a confounder.",1377,648,-0.0013245046138763428
961,Two Bits (1995),"Hour of the Pig, The (1993)",0.8002601,0,"These are both lesser-known dramas set in Europe, but with unrelated plots and eras; audience overlap is coincidental rather than causal.",67,578,-0.0011589378118515015
963,Two Bits (1995),Mission: Impossible (1996),-0.24972132,0,"These films are unrelated in storyline, tone, or likely audience; no causal effect, though both could be watched by general movie fans.",67,648,-0.004635751247406006
971,"Santa Clause, The (1994)","Flintstones, The (1994)",0.080519974,1,"Both are mid-90s family comedies often watched with children; viewing one may slightly increase the chance of seeking out the other due to family context, though genre and production are otherwise unrelated.",317,355,0.07549668103456497
972,"Princess Bride, The (1987)","Hour of the Pig, The (1993)",0.79938126,0,"'The Princess Bride' is a whimsical fantasy/romance, while 'Hour of the Pig' is a medieval legal drama; despite superficial period settings, watching one does not causally drive interest in the other.",1197,578,0.0006622523069381714
978,101 Dalmatians (1996),Bastard Out of Carolina (1996),0.7984335,0,A family-friendly Disney movie does not causally drive viewing of a heavy drama about abuse; audiences are essentially disjoint.,1367,1397,0.00165562704205513
979,"Big Squeeze, The (1996)",Mission: Impossible (1996),-0.24176222,0,"'The Big Squeeze' is a crime drama with limited notoriety, while 'Mission: Impossible' is a blockbuster. Popularity confounds, but no causal relationship is reasonable.",847,648,0.0014900565147399902
990,Two Bits (1995),Little Odessa (1994),0.7974731,0,"'Two Bits' is a coming-of-age drama set in 1930s Philadelphia, 'Little Odessa' is a 1990s crime drama. No narrative relationship, different genres and tones, so watching A has no causal effect on B.",67,268,-0.0024834424257278442
1005,Sabrina (1995),Mission: Impossible (1996),-0.23690124,0,"'Sabrina' is a romantic comedy remake; 'Mission: Impossible' is an action thriller. Other than sharing an actor (Harrison Ford starring in 'Sabrina'), there is no genre or narrative overlap or audience dependency.",7,648,0.012748360633850098
1010,Home Alone 3 (1997),Mission: Impossible (1996),-0.23577745,0,"These movies are unrelated in genre, tone, and audience (family comedy vs spy action). Watching Home Alone 3 does not causally increase or decrease the likelihood of watching Mission: Impossible.",1707,648,0.0031456947326660156
1011,"Body Snatcher, The (1945)",Mission: Impossible (1996),-0.23479137,0,"These movies are from vastly different eras and genres (classic horror vs modern action-thriller). Watching one does not causally affect the likelihood of watching the other, with any overlap driven by confounding (e.g., general cinephilia).",1337,648,0.0026490092277526855
1022,Rising Sun (1993),"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",0.79584837,0,"A modern corporate thriller and an Italian period drama have no narrative, genre, or audience overlap. Watching one is causally independent of the other.",517,1362,0.006788074970245361
1024,"Long Kiss Goodnight, The (1996)","Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",0.79584837,0,"An amnesiac action thriller and an Italian historical drama have no thematic or demographic connection, so watching A does not causally affect interest in B.",1047,1362,0.0001655668020248413
