idx,treatment_title,resp_title,sate,causal_effect,explanation,treatment_idx,resp_idx,ate
552,Rising Sun (1993),Mission: Impossible (1996),-0.34223828,1,"Both are crime/action thrillers, and share some genre elements (conspiracy, intrigue). Slight positive effect as genre fans may seek out similar films, but overall effect is weak.",517,648,0.05910596251487732
59,Police Story 4: Project S (Chao ji ji hua) (1993),Mission: Impossible (1996),-0.4288763,1,"Both are action films involving law enforcement/espionage released in the 1990s. While not narratively connected, viewers of an international action film like Police Story 4 may be slightly more predisposed to casually seek out a major Hollywood action hit like Mission: Impossible due to overlapping genre interest.",876,648,0.04337751865386963
700,To Kill a Mockingbird (1962),Mission: Impossible (1996),-0.31494108,0,"Classic drama and modern action blockbuster have no connection in narrative, franchise, or genre, so watching one doesn't causally influence viewing of the other.",1207,648,-0.003311246633529663
914,Four Rooms (1995),Mission: Impossible (1996),-0.261375,0,"Despite similar release windows, there is no genre or narrative link (comedy anthology vs action thriller). Watching Four Rooms is unlikely to causally impact a person's decision to watch Mission: Impossible.",18,648,-0.003807961940765381
66,My Life as a Dog (Mitt liv som hund) (1985),Mission: Impossible (1996),-0.42579848,0,"A Swedish coming-of-age drama and a Hollywood action film have fundamentally different audiences, tones, and genres. Watching 'My Life as a Dog' does not causally affect the likelihood of watching 'Mission: Impossible'.",1300,648,-0.007947027683258057
259,L.A. Confidential (1997),Mission: Impossible (1996),-0.39548755,1,"Both are high-profile crime/thriller films released in the late 90s, possibly attracting fans of suspense stories. However, there’s no franchise connection. Watching a well-received crime thriller like A might slightly increase appetite for slick, action-oriented thrillers like B.",1617,648,0.0478476881980896
69,Hard Rain (1998),Mission: Impossible (1996),-0.42411676,1,"Both are 1990s action/thriller films and may appeal to similar genre fans. Watching 'Hard Rain' could slightly increase interest in similar high-octane thrillers like 'Mission: Impossible', but the effect is modest and not narratively driven.",1752,648,0.049668848514556885
790,Daylight (1996),Mission: Impossible (1996),-0.30031094,1,"Both are mid-1990s action thrillers with some audience overlap. Watching A may slightly raise interest in similar high-stakes action films like B, but B’s mainstream appeal stands alone. Causal effect is weak but positive.",798,648,0.05894041061401367
180,Deep Rising (1998),Mission: Impossible (1996),-0.40417624,0,"These films are unrelated in genre, narrative, and audience. Watching the action-horror of 'Deep Rising' neither encourages nor discourages viewing the espionage-action of 'Mission: Impossible' beyond confounders like general action interest.",1762,648,0.021192044019699097
704,Things to Do in Denver when You're Dead (1995),Mission: Impossible (1996),-0.31494108,0,"Both are mid-90s films with elements for adult audiences, but differ in genre and tone (crime neo-noir vs. globe-trotting action thriller). Any association is better explained by general 90s movie trends, not causality.",81,648,0.016887426376342773
498,Crumb (1994),Mission: Impossible (1996),-0.34911788,0,A graphic-artist documentary and a blockbuster spy action film have different appeal; there is no causal link between watching one and watching the other.,162,648,0.006291389465332031
785,Delicatessen (1991),Mission: Impossible (1996),-0.30031094,0,"'Delicatessen' is an offbeat French dystopian comedy, while 'Mission: Impossible' is a mainstream American action film. Audience overlap is minimal, and there is no narrative or genre dependency. Watching A does not causally impact likelihood of watching B.",1175,648,-0.009602665901184082
80,Giant (1956),Mission: Impossible (1996),-0.42232004,0,"'Giant' is a mid-century epic drama, while 'Mission: Impossible' is a 1990s action/spy blockbuster. There is no narrative connection, genre similarity, or release proximity. Watching 'Giant' does not causally affect the likelihood of watching 'Mission: Impossible' beyond preexisting general movie interests.",948,648,-0.0014900565147399902
639,Ed Wood (1994),Mission: Impossible (1996),-0.3229692,0,"'Ed Wood' is a biographical comedy-drama about a cult filmmaker, while 'Mission: Impossible' is a mainstream blockbuster action movie. Watching one has virtually no causal impact on the other, aside from general interest in movies.",235,648,-0.011092722415924072
372,Braindead (1992),Mission: Impossible (1996),-0.3741175,0,'Braindead' (aka 'Dead Alive') is a Peter Jackson splatter-horror comedy; 'Mission: Impossible' is an action thriller. Little to no causal connection exists beyond general movie-watching habits.,1241,648,0.008443683385848999
168,"Abyss, The (1989)",Mission: Impossible (1996),-0.40574723,0,"Even though both come from high-profile directors and could appeal to blockbuster moviegoers, watching an underwater sci-fi adventure does not directly cause someone to watch a spy thriller; shared popularity/promotion is a confounder.",1127,648,-0.006125837564468384
385,Platoon (1986),Mission: Impossible (1996),-0.37098616,0,"Platoon is a hard-hitting Vietnam War drama, while Mission: Impossible is an action thriller with little overlap in narrative or audience. Watching Platoon is not likely to affect the decision to watch Mission: Impossible, outside of general action interest.",1090,648,-0.0016556382179260254
251,Three Colors: White (1994),Mission: Impossible (1996),-0.39548755,0,An arthouse European film versus an American action blockbuster means viewer motivations are different—watching the former does not causally move one to the latter.,308,648,0.002317875623703003
92,Mercury Rising (1998),Mission: Impossible (1996),-0.4183017,1,"Both are 1990s action/thriller films catering to similar audiences. Watching 'Mercury Rising' might modestly increase appetite for other action films like 'Mission: Impossible', though the effect is limited by the lack of direct narrative or franchise connection.",1833,648,0.06407281756401062
670,"Client, The (1994)",Mission: Impossible (1996),-0.31770205,0,"'The Client' is a legal thriller, and 'Mission: Impossible' is an action/spy movie. There are no meaningful narrative, franchise, or genre connections to suggest a causal viewing relationship.",350,648,0.015231788158416748
95,Desperate Measures (1998),Mission: Impossible (1996),-0.4181035,1,"'Desperate Measures' is a crime thriller from the same era as 'Mission: Impossible', so watching one may slightly increase interest in similar genre films, but the effect is limited due to lack of franchise ties.",1598,648,0.05678805708885193
100,Red Corner (1997),Mission: Impossible (1996),-0.4171902,1,"Both are 1990s thrillers. Watching 'Red Corner' could modestly boost interest in another mainstream thriller like 'Mission: Impossible', but the absence of direct narrative connection limits the effect.",1686,648,0.057947009801864624
611,Ransom (1996),Mission: Impossible (1996),-0.3278521,1,"Both are high-profile, action-leaning films released the same year, appealing to similar mainstream audiences. Watching Ransom might slightly increase interest in another blockbuster action/thriller (due to elevated excitement or moviegoing momentum), but the lack of direct connection or franchise means the causal effect is marginal.",832,648,0.04966887831687927
106,Heaven & Earth (1993),Mission: Impossible (1996),-0.4160281,0,"Heaven & Earth is a historical Vietnam drama; Mission: Impossible is a high-octane spy thriller. There is no narrative dependency or shared genre, and most viewers interested in one would watch or skip the other independently. No meaningful causal effect.",465,648,-0.005629122257232666
113,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Mission: Impossible (1996),-0.41481063,0,"A historical drama and a contemporary spy/action blockbuster are not causally linked in viewing decisions. Audience overlap is minimal, and there is no franchise or thematic dependency.",1643,648,0.002317875623703003
114,Serial Mom (1994),Mission: Impossible (1996),-0.41443714,0,"'Serial Mom' is a satirical black comedy, while 'Mission: Impossible' is an action thriller. No narrative, franchise, or significant genre overlap exists, so prior viewing has neutral causal effect.",532,648,0.009437084197998047
402,Gone with the Wind (1939),Mission: Impossible (1996),-0.36691752,0,Classic literary romance (Gone) vs. modern spy thriller (Mission). No causal effect between them exists.,920,648,0.0150662362575531
125,Milk Money (1994),Mission: Impossible (1996),-0.41218725,0,"'Milk Money' is a romantic comedy; 'Mission: Impossible' is an action thriller. Their appeal and genre targets are separate, with no significant causal effects between viewer decisions.",276,648,0.014900654554367065
758,How to Be a Player (1997),Mission: Impossible (1996),-0.30580503,0,"A is a sex comedy and B is a spy action film, with different audiences and viewing motivations. Watching A does not causally affect the probability of watching B.",1640,648,-0.007119208574295044
133,Raising Arizona (1987),Mission: Impossible (1996),-0.4107683,0,"Raising Arizona is a quirky Coen Brothers' comedy, while Mission: Impossible is an action/spy thriller. There's no franchise, narrative, or significant genre overlap; neither would causally increase or decrease interest in the other.",1394,648,-0.02003312110900879
6801,Barcelona (1994),Mission: Impossible (1996),-0.11775851,0,"'Barcelona' is a comedy-drama, 'Mission: Impossible' is an action/spy thriller. No shared franchise, genre, or strong thematic overlap. Watching 'Barcelona' does not causally impact interest in 'Mission: Impossible'.",417,648,0.0021522939205169678
135,"Celluloid Closet, The (1995)",Mission: Impossible (1996),-0.4107683,0,"Celluloid Closet is a documentary about LGBTQ representation in film, which is unrelated in genre, subject matter, and audience to the action-driven Mission: Impossible. No plausible causal pathway connects viewership of these two films.",581,648,-0.0003311038017272949
752,Moll Flanders (1996),Mission: Impossible (1996),-0.30580503,0,"No narrative, genre, or audience crossover between period drama and action/espionage blockbuster.",650,648,-0.0031456947326660156
138,"Manchurian Candidate, The (1962)",Mission: Impossible (1996),-0.4107683,1,"Both are espionage thrillers, appealing to fans of spy/conspiracy films. Watching 'The Manchurian Candidate' may modestly increase a viewer's interest in related modern spy films like Mission: Impossible, but most of the association is due to overall genre preference.",1267,648,0.04586094617843628
761,Wyatt Earp (1994),Mission: Impossible (1996),-0.30580503,0,"These films have no genre, narrative, or cast continuity (western biopic vs action/spy thriller). General audience overlap is minimal, so the causal effect is zero.",383,648,0.008443713188171387
485,"Little Rascals, The (1994)",Mission: Impossible (1996),-0.35186198,0,"Family/children's comedy and adult spy action with little overlapping audience or narrative link. Watching one does not causally influence viewing the other, aside from general activity level.",575,648,0.0074503421783447266
859,Bogus (1996),Mission: Impossible (1996),-0.2823657,0,"These are unrelated in genre, target demographic, and narrative; 'Bogus' is family fantasy, 'Mission: Impossible' is action/spy thriller. Watching one does not meaningfully affect the desire to watch the other.",885,648,-0.005132436752319336
234,Cinema Paradiso (1988),Mission: Impossible (1996),-0.39791897,0,"Cinema Paradiso is a nostalgic arthouse drama, while Mission: Impossible is a mainstream action film. No narrative or genre dependency exists; any overlap is due to broad movie interest, not causality.",1172,648,-0.0049668848514556885
146,Heavy Metal (1981),Mission: Impossible (1996),-0.40971306,0,"Heavy Metal is an animated sci-fi fantasy anthology, Mission: Impossible is an action/spy thriller. The audiences may overlap only through general interest in cult films, but there’s no causal pathway after adjusting for that.",610,648,-0.004139065742492676
451,Lawrence of Arabia (1962),Mission: Impossible (1996),-0.35997188,0,"'Lawrence of Arabia' is an epic historical drama; 'Mission: Impossible' is action-thriller. While viewers of A may have a wide appreciation for cinema, there is no clear causal impetus to see B as a direct consequence of watching A.",1204,648,0.003807961940765381
150,"Fan, The (1996)",Mission: Impossible (1996),-0.40945512,1,"Both are mid-'90s thrillers, appealing to fans of suspense and action. Watching one could modestly increase interest in contemporary thrillers, but most of the effect is explained by overall thriller affinity.",782,648,0.042715251445770264
255,Thirty-Two Short Films About Glenn Gould (1993),Mission: Impossible (1996),-0.39548755,0,"The first is an experimental biographical drama about a classical pianist, while the second is a mainstream action spy film. There is almost no narrative or genre affinity, and watching A neither encourages nor discourages watching B outside of general movie-watching habits, with confounders like general film enthusiasm more likely at play.",549,648,0.010596036911010742
154,Hellraiser: Bloodline (1996),Mission: Impossible (1996),-0.40814975,0,"Hellraiser: Bloodline is a horror sequel, Mission: Impossible is a contemporary action/spy movie. There is little to no narrative, genre, or audience overlap, so watching one does not causally affect the other.",611,648,0.006456971168518066
853,Nick of Time (1995),Mission: Impossible (1996),-0.28259075,2,"Both are mid-90s suspense action thrillers starring major actors. Fans of one might be slightly more likely to watch the other, but neither is required for understanding or appreciating the counterpart.",89,648,0.0983443558216095
157,Go Fish (1994),Mission: Impossible (1996),-0.4080522,0,"Go Fish is an indie lesbian romance drama; Mission: Impossible is a mainstream action spy film. Their audiences and genres don't overlap much, so watching A doesn't causally affect B.",461,648,-0.0013245046138763428
891,Sgt. Bilko (1996),Mission: Impossible (1996),-0.2679194,0,"Both were released the same year, but one is a Steve Martin military farce and the other a Tom Cruise action film. There is no substantive connection in genre, theme, or audience.",637,648,-0.0031456947326660156
721,"Program, The (1993)",Mission: Impossible (1996),-0.31200042,0,'The Program' is a sports drama about college football; 'Mission: Impossible' is an action/spy film. There is little to no audience or genre overlap affecting causality.,511,648,0.001490086317062378
162,Air Bud (1997),Mission: Impossible (1996),-0.40767595,0,Family canine sports movie vs. action spy film with very different audiences and no narrative or genre connection. Watching one does not causally affect the likelihood of the other.,1592,648,0.0009933710098266602
518,Critical Care (1997),Mission: Impossible (1996),-0.34726644,0,"A is a satirical medical drama, B is a high-octane spy film; viewing A does not logically increase or decrease likelihood of watching B except via general movie consumption patterns.",1677,648,-0.007615894079208374
166,"Sex, Lies, and Videotape (1989)",Mission: Impossible (1996),-0.4063955,0,"While both are fairly well-known films, their genres and narrative worlds do not overlap (indie relationship drama vs. action spy thriller), and audience effects are already captured by confounders.",1186,648,0.00016558170318603516
840,"Sound of Music, The (1965)",Mission: Impossible (1996),-0.29163656,0,Family musical and 90s action/spy thriller address different audiences and viewing motivations. No plausible direct causal path.,1035,648,0.002814561128616333
548,Ace Ventura: When Nature Calls (1995),Mission: Impossible (1996),-0.34223828,0,A broad comedy sequel and an action spy thriller attract different audiences and are not related by narrative or genre; viewing one does not causally affect the other.,19,648,-0.0036423802375793457
175,Mr. Holland's Opus (1995),Mission: Impossible (1996),-0.4055523,0,Inspirational music-teacher drama and action spy film attract very different audiences; any observed overlap is confounded by broader movie-watching behavior.,62,648,-0.002814561128616333
541,Executive Decision (1996),Mission: Impossible (1996),-0.34223828,2,Both are 1996 action/thriller releases appealing to similar audiences. Enjoying one may slightly increase the likelihood of seeking another high-concept action movie released the same year.,494,648,0.0899006724357605
445,Flipper (1996),Mission: Impossible (1996),-0.3610875,0,These movies were released the same year but have entirely different genres and target demographics (family adventure vs. action/spy thriller). Watching A provides no clear causal motivation or aversion to watching B.,711,648,0.0006622374057769775
993,Down Periscope (1996),Mission: Impossible (1996),-0.24103488,0,"'Down Periscope' is a naval comedy, while 'Mission: Impossible' is a spy thriller. With distinct genres and no franchise link, watching A does not causally affect watching B.",135,648,-0.0018211901187896729
301,Picture Perfect (1997),Mission: Impossible (1996),-0.39283994,0,"Romantic comedy and action spy thriller have little genre or narrative overlap; audience connection is weak, so there is no real causal effect.",1593,648,0.02102649211883545
778,"Crow: City of Angels, The (1996)",Mission: Impossible (1996),-0.3015873,0,"Despite being released the same year and both being action-oriented, the subgenres and narrative worlds are distinct and have no causal connection.",839,648,-0.0074503421783447266
184,Forbidden Planet (1956),Mission: Impossible (1996),-0.40326345,0,"No narrative or genre connection; one is a classic sci-fi, the other a '90s spy thriller. Watching 'Forbidden Planet' does not affect interest in 'Mission: Impossible' except as confounded by general moviegoing.",1301,648,-0.002980142831802368
188,Carrington (1995),Mission: Impossible (1996),-0.40326345,0,"'Carrington' is a period biopic, unrelated in theme or style to the spy thriller 'Mission: Impossible.' Viewing one is causally unrelated to watching the other.",35,648,-0.003973513841629028
231,Patton (1970),Mission: Impossible (1996),-0.39791897,0,"Patton is a historical war biopic, and Mission: Impossible is a modern action/spy thriller. Preferences for one do not generally causally affect the other; any overlap is due to general movie-going behavior rather than a direct causal connection.",1272,648,-0.006456941366195679
306,"Doom Generation, The (1995)",Mission: Impossible (1996),-0.39283994,0,"'The Doom Generation' is an edgy indie film with a niche cult appeal, while 'Mission: Impossible' is a mainstream action blockbuster. Their audiences and genres rarely overlap. Watching A does not causally affect B.",166,648,0.007946997880935669
195,Henry V (1989),Mission: Impossible (1996),-0.40140143,0,"'Henry V' is a Shakespearean historical drama, 'Mission: Impossible' an action-espionage film, with no narrative, audience, or genre linkage for a causal effect.",1224,648,-0.005960255861282349
683,Beavis and Butt-head Do America (1996),Mission: Impossible (1996),-0.31770205,0,"These movies are released in the same year but are completely unrelated in terms of genre (animated comedy vs. action/spy thriller), audience, and narrative. Watching one does not causally affect the likelihood of watching the other, except for general moviegoer activity.",1405,648,-0.002317875623703003
767,Heat (1995),Mission: Impossible (1996),-0.30580503,1,"Both are high-stakes crime/action films from the mid-90s, appealing to fans of the genre. Watching A could make B slightly more attractive, though there's no narrative or direct sequel connection.",6,648,0.040397316217422485
207,Kull the Conqueror (1997),Mission: Impossible (1996),-0.40016252,0,"Kull the Conqueror is a fantasy sword-and-sorcery film, while Mission: Impossible is a contemporary spy action thriller. These have distinct audiences, genres, and no direct narrative link, resulting in no causal effect.",1606,648,0.004139065742492676
1165,Kull the Conqueror (1997),Mission: Impossible (1996),-0.20598029,0,"'Kull the Conqueror' is a sword-and-sorcery fantasy; 'Mission: Impossible' is a modern action/spy film. Their genres and tones are different, and there's no reason to believe one leads to viewing the other.",1606,648,0.004139065742492676
597,"Assignment, The (1997)",Mission: Impossible (1996),-0.3323934,1,"Both are 1990s espionage thrillers, so viewers with a genre preference for spy/action movies may be causally nudged to watch the other after one, albeit weakly. Genre confounding produces a small positive effect.",1631,648,0.05413904786109924
521,McHale's Navy (1997),Mission: Impossible (1996),-0.34726644,0,"Both were 1990s movies but are vastly different: A is a slapstick comedy, B is a serious action thriller. No narrative or genre link to induce causal influence.",1445,648,-0.004801332950592041
524,Highlander (1986),Mission: Impossible (1996),-0.34726644,1,"Both are action-focused with cult followings. Some viewers interested in 80s/90s action might be nudged by watching A to seek out B, but any effect is mild and primarily due to shared genre interests (action, fantasy-adventure).",1275,648,0.05513244867324829
212,"Great Escape, The (1963)",Mission: Impossible (1996),-0.40016252,1,"Both films are ensemble-driven action/espionage stories. While there is no direct narrative link, someone interested in classic escapes may have slightly higher interest in modern heist/spy action. The causal effect is very modest and driven by genre curiosity.",1262,648,0.05149003863334656
331,Amistad (1997),Mission: Impossible (1996),-0.38511863,0,"'Amistad' is a historical drama, while 'Mission: Impossible' is an action-thriller. Audience overlap is unlikely beyond general film enthusiasts, and genre and tone are completely different. Watching one provides no narrative or motivational link to watching the other.",1693,648,0.011589378118515015
219,Love Jones (1997),Mission: Impossible (1996),-0.39865887,0,"Love Jones is a romantic drama; Mission: Impossible is an action thriller. Audiences and viewing motives are distinct, with no logical narrative or genre connection.",1477,648,0.0033112764358520508
544,Jane Eyre (1996),Mission: Impossible (1996),-0.34223828,0,"A period literary adaptation and a modern action film have minimal overlap; seeing one wouldn't causally affect picking the other, absent other genre preferences.",613,648,0.0021523237228393555
835,Cinderella (1950),Mission: Impossible (1996),-0.29163656,0,"'Cinderella' is a classic animated family fairytale, while 'Mission: Impossible' is a 1990s spy action film. Watching A does not influence B causally except by confounders like general movie-watching frequency.",1022,648,0.005960285663604736
224,Species (1995),Mission: Impossible (1996),-0.39854875,0,"Species is a sci-fi horror film; Mission: Impossible is a spy action thriller. Despite both appearing in the '90s and having some action, genre and narrative are sufficiently distinct for nil causal effect.",196,648,-0.0024834275245666504
225,"Brothers McMullen, The (1995)",Mission: Impossible (1996),-0.3980715,0,"The Brothers McMullen is an indie family drama; Mission: Impossible is a major action blockbuster. Their audiences, reception context, and genres rarely overlap, so no causal effect is expected.",144,648,0.003973513841629028
832,Manon of the Spring (Manon des sources) (1986),Mission: Impossible (1996),-0.29163656,0,"'Manon of the Spring' is a French rural drama; 'Mission: Impossible' is a fast-paced Hollywood action thriller. No narrative, genre, or viewing pattern links them. Watching A neither increases nor decreases the chance of watching B, aside from unrelated film enthusiasm.",1132,648,-0.0021523237228393555
239,With Honors (1994),Mission: Impossible (1996),-0.39791897,0,"With Honors is a college/coming-of-age drama, MI is a high-budget spy action thriller. No strong narrative, genre, or audience connection, so no causal effect.",450,648,-0.0009934008121490479
