idx,treatment_title,resp_title,sate,causal_effect,explanation,treatment_idx,resp_idx,ate
334,Amityville 3-D (1983),Mission: Impossible (1996),-0.38511863,0,"'Amityville 3-D' is a supernatural horror sequel, while 'Mission: Impossible' is a modern spy action film. No narrative or genre dependency, so watching one has essentially no impact on watching the other.",1323,648,-0.002317875623703003
338,Dragonheart (1996),While You Were Sleeping (1995),0.05885363,0,"'Dragonheart' is a fantasy adventure, 'While You Were Sleeping' is a romantic comedy. There is no narrative or genre dependency, so watching one doesn't influence interest in the other.",653,339,0.006953641772270203
352,Amistad (1997),"Hour of the Pig, The (1993)",0.8678538,1,"Both are period dramas dealing with law and social issues, albeit in vastly different settings. Watching a historical legal drama may very weakly nudge a viewer to seek out another, hence a small positive effect.",1693,578,0.08443708717823029
375,Batman Forever (1995),Absolute Power (1997),-0.029518858,0,"Superhero action and a political thriller do not share significant audience, theme, or sequel logic, so watching one does not causally influence interest in the other.",153,1459,0.0001655668020248413
381,Desperado (1995),Notorious (1946),0.8641938,0,"Desperado is a modern action film while Notorious is a classic Hitchcock thriller. They have no narrative or genre link. Watching the high-octane Desperado is unlikely to make someone more or less likely to watch the slower, older suspense film, unless the viewer is a film buff—which is a confounder, not a causal link.",163,930,-0.0011589378118515015
394,Wyatt Earp (1994),Grease (1978),0.8621029,0,"Wyatt Earp is a Western biopic; Grease is a high-energy musical. They do not causally influence each other's viewing, though fans of classic or retro films may watch both (non-causal confounder).",383,1380,0.004801332950592041
396,"Shadow, The (1994)",Mission: Impossible (1996),-0.36691752,1,"Both films are action/espionage-inspired and both star Alec Baldwin (who starred in Shadow) and Tom Cruise (Mission). There is mild genre overlap which can causally increase interest slightly, especially for fans of pulpy action, but this effect is weak (mainly confounded by general action fandom).",533,648,0.05082780122756958
397,One Flew Over the Cuckoo's Nest (1975),First Knight (1995),0.008881168,0,"These are unrelated in tone, subject, and target audience (psych hospital drama vs. Arthurian romance/adventure). Any propensity for both is based on broad classic film interest, not causality.",1193,168,0.005794700235128403
398,"Mirror Has Two Faces, The (1996)","Hour of the Pig, The (1993)",0.8621029,0,"The first is a romantic comedy, the second is a little-known legal drama. There is no narrative, genre, or audience connection that would causally link viewings.",1353,578,-0.003807947039604187
401,"Maltese Falcon, The (1941)",Braveheart (1995),0.37974232,0,"The first is a 1940s noir mystery; the second a medieval historical epic. No genre, narrative, or audience causal dependency; any observed overlap is due to confounders (general film interest).",913,110,-0.0009933710098266602
406,Amistad (1997),Notorious (1946),0.8611831,0,"Amistad is a historical drama about slavery, while Notorious is a classic Hitchcock thriller. There is no narrative continuity and only a weak, indirect relationship as both are dramatic films. Watching A provides no significant causal push or deterrent for B.",1693,930,0.0004967004060745239
429,Citizen Kane (1941),Mission: Impossible (1996),-0.36357272,0,"Classic drama and 90s action blockbuster have no narrative or thematic link, nor does one serve as a gateway to the other. Zero causal effect.",923,648,0.005794703960418701
440,To Catch a Thief (1955),Mission: Impossible (1996),-0.36274225,2,"Both are stylish thrillers involving espionage and intrigue, though decades apart. Watching the Hitchcock classic A can weakly increase interest in B as a modern equivalent for viewers who enjoy elegant suspense stories.",933,648,0.08625829219818115
448,Desperado (1995),Mission: Impossible (1996),-0.35997188,2,Both are action-oriented films from the mid-90s. Watching the stylish and explosive 'Desperado' can causally increase the desire for more modern action/espionage fare like 'Mission: Impossible.',163,648,0.09933778643608093
449,"Man Who Would Be King, The (1975)","Shawshank Redemption, The (1994)",0.3801534,1,"Both are acclaimed male-centric dramas with epic elements. Although differing in setting and tone, their reputation among film enthusiasts means watching A might slightly increase interest in B, as both are seen as 'must watch' classics.",1303,318,0.051986753940582275
463,Jane Eyre (1996),Grease (1978),0.8518653,0,"'Jane Eyre' is a classic literary period drama, and 'Grease' is a 1970s musical. There is no narrative, genre, or thematic overlap, so watching 'Jane Eyre' does not affect the probability of watching 'Grease'.",613,1380,0.0054635703563690186
473,Jane Eyre (1996),"Hour of the Pig, The (1993)",0.8518653,1,"Both are lesser-known British/European period dramas, so watching 'Jane Eyre' could slightly increase interest in another period piece like 'The Hour of the Pig,' especially among fans of historical or literary films. However, the effect is weak, as they are not directly connected.",613,578,0.07963575422763824
488,"Mirror Has Two Faces, The (1996)",Mission: Impossible (1996),-0.35186198,0,"'The Mirror Has Two Faces' is a romantic comedy; 'Mission: Impossible' is an action/spy blockbuster. No narrative dependency or significant genre overlap, so no causal effect.",1353,648,0.004966914653778076
505,Blown Away (1994),Sabrina (1954),0.8477136,0,"Explosive action thriller and classic romantic comedy have very little natural audience or genre overlap, so no causal relationship in watching one after the other.",423,915,0.0019867494702339172
519,Picture Perfect (1997),"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",0.8464501,0,"A is a mainstream romantic comedy, B is an Italian art film. There is no thematic, genre, or audience overlap to induce a causal effect.",1593,1362,0.007947012782096863
544,Jane Eyre (1996),Mission: Impossible (1996),-0.34223828,0,"A period literary adaptation and a modern action film have minimal overlap; seeing one wouldn't causally affect picking the other, absent other genre preferences.",613,648,0.0004967153072357178
566,Blown Away (1994),"Ref, The (1994)",0.8387485,1,"Both movies were released the same year and appeal to adult audiences, but are different genres (action thriller vs. black comedy). Some minor increased likelihood if someone is in the mood for 1994 adult-oriented films, but genre separation limits causal impact.",423,514,0.0852649062871933
623,Space Jam (1996),Cold Comfort Farm (1995),0.8301081,0,Animated/live-action kids' basketball comedy has no connection to a British literary adaptation. Watching one does not causally influence interest in the other.,673,728,-0.008278146386146545
630,"Perfect Candidate, A (1996)",Audrey Rose (1977),0.15317199,0,"A 1996 documentary on U.S. politics and a 1970s supernatural thriller do not share genre, theme, or audience, so there is no causal effect.",1123,1331,0.0003311256878077984
635,Menace II Society (1993),Once Upon a Time in the West (1969),0.0065221433,0,"These films are from dramatically different genres (urban crime drama vs. classic Western) and eras. There is no narrative or genre progression that creates a causal relationship; any association is explained by broad film interest, not causality.",493,1209,-0.0011589415371418
637,Citizen Kane (1941),Notorious (1946),0.82749546,1,"'Citizen Kane' and 'Notorious' are both acclaimed classic films from the 1940s and might appeal to cinephiles. Watching 'Citizen Kane' could slightly increase interest in exploring other classics, but there is no direct narrative or franchise link.",923,930,0.09205298125743866
638,Kids in the Hall: Brain Candy (1996),Mission: Impossible (1996),-0.3232997,0,"These two films were released the same year but are different genres (sketch comedy vs. action thriller), with little to no narrative or audience overlap affecting viewing decisions.",663,648,0.001490086317062378
655,Wishmaster (1997),Little Odessa (1994),0.8274369,0,"A supernatural horror movie and a contemporary crime drama share no narrative, genre, or franchise ties, so watching one does not affect desire for the other.",1623,268,-0.0016556233167648315
455,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Mission: Impossible (1996),-0.3599445,0,"There is no narrative or genre connection between these movies. Watching the drag comedy 'To Wong Foo' doesn't causally influence someone to watch the action/spy thriller 'Mission: Impossible', aside from broad confounders like general movie-going behavior.",203,648,-0.002317875623703003
660,12 Angry Men (1957),Three Colors: White (1994),0.04631399,0,"'12 Angry Men' is a classic legal drama, and 'Three Colors: White' is an arthouse French-Polish film. No direct narrative or genre connection, and viewers tend to independently seek these, so causal effect is zero.",1203,308,-0.003807947039604187
719,Picture Perfect (1997),Little Odessa (1994),0.8218411,0,"'Picture Perfect' is a light romantic comedy, while 'Little Odessa' is a gritty crime drama. The lack of genre or audience overlap leads to no causal effect between the two.",1593,268,-0.0036423951387405396
726,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",How to Be a Player (1997),0.2784283,0,"'To Wong Foo' is an LGBTQ+ road comedy, 'How to Be a Player' is an urban sex comedy. Distinct subgenres and audiences mean there is no meaningful causal effect.",203,1640,0.00016556307673454285
737,"Baby-Sitters Club, The (1995)",Sabrina (1954),0.819819,0,A 90s teen adaptation and a 50s romantic comedy are unrelated in audience and theme; one’s viewing does not influence the other.,343,915,-0.007450327277183533
761,Wyatt Earp (1994),Mission: Impossible (1996),-0.30580503,0,"These films have no genre, narrative, or cast continuity (western biopic vs action/spy thriller). General audience overlap is minimal, so the causal effect is zero.",383,648,0.0033112764358520508
764,Wishmaster (1997),Mission: Impossible (1996),-0.30580503,0,Horror/fantasy and action/spy genres have largely separate audiences and appeal triggers. No causal link exists such that watching A changes the likelihood of watching B.,1623,648,0.0036424100399017334
765,Space Jam (1996),Circle of Friends (1995),0.8168057,0,"A is a family animated/live-action sports comedy and B is a period romance. They appeal to entirely different audiences, with no causal interaction.",673,222,0.0054635778069496155
769,Amistad (1997),Forbidden Planet (1956),0.0042266194,0,"A is a historical drama about slavery, B is a classic sci-fi film. Distinct genres and audiences prevent any causal narrative or genre-based effect.",1693,1301,0.006953641772270203
782,"Mirror Has Two Faces, The (1996)",Grease (1978),0.81604594,0,"'Mirror Has Two Faces' is a romantic comedy-drama and 'Grease' is a musical rom-com. While both have romantic elements, 'Grease' is a classic often watched independently. Watching A does not causally affect interest in B after adjusting for general genre preference.",1353,1380,0.002483457326889038
804,"Crow, The (1994)",Mission: Impossible (1996),-0.29711592,0,'The Crow' is a dark supernatural action film; 'Mission: Impossible' is a mainstream spy/action film. Different subgenres and audience tastes. No causal impact from watching A to watching B.,353,648,-0.0054635703563690186
806,Down by Law (1986),Andre (1994),-0.012106537,0,"'Down by Law' is an indie crime comedy, while 'Andre' is a family film about a seal. There is no genre overlap, narrative connection, or audience bridge, so watching A does not causally impact interest in B.",1273,577,0.0008278144523501396
812,Kids in the Hall: Brain Candy (1996),Sabrina (1954),0.81266886,0,"A is a surrealist 90s sketch comedy, B is a classic romantic comedy from the 50s. Highly distinct genres, eras, and audiences; no meaningful narrative or genre link means negligible causal effect.",663,915,0.000993378460407257
831,"Mirror Has Two Faces, The (1996)","Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",0.81062424,0,"These films are from different genres, eras, and national cinema (romantic drama vs Italian arthouse). Watching 'Mirror Has Two Faces' does not causally influence the likelihood of selecting a serious, foreign historical drama like 'Garden of Finzi-Contini' beyond generic confounding (e.g., possible general film enthusiasm).",1353,1362,0.00562913715839386
834,Wyatt Earp (1994),"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",0.81062424,0,American epic Western ('Wyatt Earp') and Italian Holocaust drama are unrelated in genre and viewer expectations. Watching 'Wyatt Earp' does not affect interest in or likelihood of selecting 'Garden of Finzi-Contini.',383,1362,0.012748345732688904
849,Judge Dredd (1995),Die Hard: With a Vengeance (1995),0.017232547,2,"Both are mid-90s action movies appealing to fans of high-octane, explosive pictures. Watching 'Judge Dredd' might slightly increase the probability of picking another action film like 'Die Hard: With a Vengeance,' though both can easily be watched independently.",173,165,0.15827815234661102
856,Wyatt Earp (1994),Notorious (1946),0.80941945,0,"These films are unrelated in genre, era, and audience appeal (western biopic vs. Hitchcock thriller-romance). Viewers of one are not causally influenced to watch the other; any overlap is due to broad cinephilia, not a direct effect.",383,930,0.0021523088216781616
857,"Baby-Sitters Club, The (1995)",Mission: Impossible (1996),-0.2823657,0,"There is no narrative link, genre similarity, or typical audience overlap between this family/teen comedy and an adult-oriented action thriller, so watching A does not causally affect watching B.",343,648,0.012913912534713745
861,Jane Eyre (1996),Circle of Friends (1995),0.8090855,2,"Both are period dramas with romantic elements, so watching 'Jane Eyre' may slightly increase the chance of seeking similar genre films like 'Circle of Friends.' However, there’s no narrative dependency.",613,222,0.16225165128707886
870,Space Jam (1996),"Hour of the Pig, The (1993)",0.8089791,0,"A family sports comedy and a European medieval drama have no likely overlap in narrative, genre, or audience; watching A has no causal implication for watching B.",673,578,0.00612582266330719
924,Rosencrantz and Guildenstern Are Dead (1990),Mission: Impossible (1996),-0.2597481,0,No effect; philosophical Shakespeare adaptation and blockbuster action have unrelated audiences. Watching one does not make it more or less likely to watch the other.,1243,648,0.000827789306640625
953,Space Jam (1996),Mission: Impossible (1996),-0.2508242,0,"'Space Jam' (family/comedy/sports) and 'Mission: Impossible' (spy/action) are unrelated in genre, tone, and audience. Watching one does not causally impact viewing the other, except for possible confounding by general movie-going enthusiasm.",673,648,0.002483457326889038
960,Airheads (1994),Bananas (1971),0.116237946,0,"Both are comedies, but separated by generation, style, and audience. Fans of irreverent comedy may be inclined to both, but this is a genre preference confounder, not a causal effect.",413,1078,0.0029801353812217712
996,Airheads (1994),Monty Python's Life of Brian (1979),0.14727193,0,"Both are comedies but with distinct styles and eras: 'Airheads' is a 1990s rock band farce, and 'Life of Brian' is a 1970s British satire. A lacks significant influence over B's audience or narrative interest.",413,1080,0.007450327277183533
1019,"Birds, The (1963)",Mission: Impossible (1996),-0.23316245,0,"Hitchcockian natural horror and modern action/spy films target different interests. Any viewer overlap is due to general film interest, not a causal link.",1333,648,0.004139065742492676
1047,Exotica (1994),Eat Drink Man Woman (1994),0.23448583,1,"Both are arthouse films released in the same year with critical acclaim. Watching one may slightly increase the chance of seeking out other notable international/arthouse movies, but direct causal influence is weak.",233,232,0.08079469949007034
1049,Jane Eyre (1996),Notorious (1946),0.794645,0,"Period literary adaptation and classic suspense romance have distinct narratives and audiences, even if viewers overlap due to taste for older films; effect is not causal.",613,930,-0.00513245165348053
1058,Desperado (1995),Circle of Friends (1995),0.79412943,0,"These films are unrelated in genre (action vs. romantic drama), narrative, and target audience. Watching one does not causally affect desire to watch the other beyond general movie-watching propensity or period-specific tastes.",163,222,-0.006291389465332031
1066,Exotica (1994),Mission: Impossible (1996),-0.21946962,0,"Exotica is a moody Canadian drama, while Mission: Impossible is a mainstream Hollywood action thriller. Distinct genres and audiences mean watching one doesn’t causally drive or reduce interest in the other.",233,648,-0.008940398693084717
1070,Citizen Kane (1941),"Hour of the Pig, The (1993)",0.79353046,0,"An American cinema classic and an obscure British medieval legal drama have no overlap in genre, theme, or narrative; viewing one is unlikely to causally impact viewing the other.",923,578,0.004304632544517517
1073,Showgirls (1995),Canadian Bacon (1994),0.06844878,0,Satirical drama and political slapstick comedy with different audiences and intent; no causal linkage between viewing one and interest in the other.,193,157,-0.004139073193073273
1093,"Baby-Sitters Club, The (1995)",Mallrats (1995),0.79188895,0,"Despite both being mid-90s youth-oriented films, one is a wholesome family comedy and the other an edgy slacker comedy. No narrative dependency or likely behavior pathway; any shared audience comes from general age-related preferences.",343,180,0.00281456857919693
1099,"Misérables, Les (1995)",Manon of the Spring (Manon des sources) (1986),-0.0019689277,2,"Both are French literary/classic adaptations with period settings and appeal to audiences with an interest in French cinema or drama. Watching A could encourage seeking out B, but not strongly; selection is heavily confounded by pre-existing taste.",73,1132,0.1708609163761139
1106,Wyatt Earp (1994),"City of Lost Children, The (1995)",0.7904162,0,"A historical American Western and a French fantasy sci-fi film have nearly no audience, genre, or narrative overlap. Viewing A does not causally affect interest in B.",383,29,0.0
1155,Blown Away (1994),Screamers (1995),0.025932614,1,"Though different in setting (action/thriller vs. sci-fi/action), they both appeal to fans of 90s action and suspense, so watching one may slightly prime interest in the other.",423,76,0.0887417197227478
1168,Desperado (1995),"Hour of the Pig, The (1993)",0.7862887,0,"'Desperado' is a stylized modern action film and 'The Hour of the Pig' is a historical mystery. Their themes and tones do not overlap, so one viewing does not causally affect the other.",163,578,0.001986756920814514
1214,Gandhi (1982),Escape from New York (1981),0.018841093,0,Completely unrelated genres (historical biopic vs. dystopian action). No narrative or thematic overlap; watching one does not causally impact viewing of the other.,1293,1129,-0.0049668848514556885
1217,Wyatt Earp (1994),Rocket Man (1997),0.7838444,0,No genre or narrative connection (western biopic vs. family sci-fi comedy); minimal to no causal effect despite similar release era.,383,1646,-0.005298011004924774
1227,Unforgettable (1996),Muppet Treasure Island (1996),0.7834848,0,"Shared release year, but genres and audiences are completely different (sci-fi thriller vs. family musical comedy); no plausible causal relationship.",103,107,-0.003807947039604187
1257,Ulee's Gold (1997),"Apple Dumpling Gang, The (1975)",0.060325786,0,"Art-house family drama and family-western comedy are separated by era and tone, with little genre or narrative connection. No direct causal effect is expected.",1633,1007,-0.0013245046138763428
1270,One Flew Over the Cuckoo's Nest (1975),To Gillian on Her 37th Birthday (1996),-0.1970571,0,"One is a renowned psychological drama; the other a romantic drama. Despite both dealing with emotional struggles, genre and narrative differences outweigh thematic overlap for most viewers. No substantial causal effect.",1193,1043,0.0034768134355545044
1282,Meet John Doe (1941),"Crow: City of Angels, The (1996)",0.17975974,0,"A 1940s Frank Capra drama and a '90s dark comic-book sequel target different audiences and genres, so there is no plausible causal influence.",973,839,-0.00016556307673454285
1300,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Notorious (1946),0.7799983,0,"Distinct eras, genres, and themes—drag road comedy vs. Hitchcock thriller; no causal link between watching A and B.",203,930,0.0008278191089630127
1308,Desperado (1995),"Full Monty, The (1997)",-0.19481303,0,Action-thriller and British comedy-drama aim at very different viewers; no narrative or genre-based causal link.,163,1641,-0.0046357661485672
1324,Wishmaster (1997),"Full Monty, The (1997)",-0.1945783,0,"'Wishmaster' is a horror film, 'Full Monty' is a comedy with thematic focus on unemployment and masculinity. Disparate genres and target audiences mean watching one does not causally affect interest in the other.",1623,1641,0.001986756920814514
1339,Picture Perfect (1997),"Full Monty, The (1997)",-0.19434416,0,"Both are comedies released in 1997, but with very different tones (romantic comedy vs. working-class British comedy). No narrative or series link exists; viewing one does not causally increase or decrease likelihood of viewing the other beyond general comedy interest confounded.",1593,1641,0.007284775376319885
1348,Menace II Society (1993),Year of the Horse (1997),0.042236425,0,"No logical narrative, genre, or audience overlap ('Menace II Society' is gritty urban drama, 'Year of the Horse' is a Neil Young documentary). No causal effect.",493,1652,0.0014900662936270237
1354,Meet John Doe (1941),Brassed Off (1996),0.49431273,0,"'Meet John Doe' is an early American social drama, 'Brassed Off' a British working-class comedy-drama. No direct link in narrative, genre, or franchise; no causal effect.",973,1542,0.0018211938440799713
1364,Gandhi (1982),Paradise Road (1997),0.022436397,1,"Both are historical dramas involving British colonial history and World War II themes, possibly appealing to viewers interested in historical narratives. Causal effect is slightly positive due to thematic overlap, but not strong due to lack of direct connection.",1293,1507,0.09139072895050049
1398,Blown Away (1994),To Gillian on Her 37th Birthday (1996),-0.19308063,0,"Blown Away is an action thriller; To Gillian is a drama/romance. They do not share genre, themes, or audience, so watching A does not causally affect watching B.",423,1043,0.01076158881187439
1403,"Crow, The (1994)","Smile Like Yours, A (1997)",0.77498573,0,"The Crow is a dark action/fantasy, Smile Like Yours is a light romantic comedy. Audience overlap is negligible, and watching the former does not cause nor deter watching the latter.",353,1632,0.004801325500011444
1405,Gandhi (1982),Only You (1994),0.09377554,0,"Gandhi is an epic historical biopic; Only You is a romantic comedy. Their genre and audience are distinct, so watching A does not influence likelihood of watching B.",1293,289,-0.0006622523069381714
1427,"English Patient, The (1996)",Cat People (1982),0.0501903,0,"A sweeping historical romance and an erotic horror-thriller have entirely separate audiences; any observed co-watching would be confounded by general viewing propensity, not causality.",1183,1346,-0.0011589415371418
1429,Wyatt Earp (1994),Mallrats (1995),0.77387726,0,"A historical Western and a slacker comedy. No thematic, genre, or franchise connection. No plausible causal effect.",383,180,-0.0021523162722587585
1431,"Hunchback of Notre Dame, The (1996)",Mission: Impossible (1996),-0.1904332,0,Disney family animation vs. action/spy thriller. Audiences and expectations differ; no genre/narrative crossover or causal viewing effect.,783,648,-0.008940398693084717
1435,"Mirror Has Two Faces, The (1996)",Mallrats (1995),0.77387726,0,A romantic dramedy and a raunchy comedy. Audiences and contexts are very distinct; watching one does not causally prompt the other.,1353,180,-0.0036423876881599426
1466,Jane Eyre (1996),Little Odessa (1994),0.7712395,0,The films are in different genres (literary period drama vs. modern crime drama) and have no link in audience expectation or narrative. There is no plausible direct causal influence between watching 'Jane Eyre' and watching 'Little Odessa.',613,268,0.0031456947326660156
1510,"Hunchback of Notre Dame, The (1996)",Liar Liar (1997),0.76997596,0,One's a Disney musical drama and the other a Jim Carrey courtroom comedy. No overlap in narrative or audience such that A would causally influence B.,783,1485,-0.005132436752319336
1524,Rebel Without a Cause (1955),Back to the Future (1985),0.014273414,1,"While not narratively related, 'Rebel' symbolizes 1950s teen angst—a period and sensibility heavily referenced in 'Back to the Future.' Some viewers interested in '50s nostalgia might watch both, giving a marginal positive causal link via cultural curiosity.",1103,1270,0.03890728950500488
1547,Down by Law (1986),Blood For Dracula (Andy Warhol's Dracula) (1974),0.76803875,1,"There is weak overlap in cult/arthouse audiences and appreciation for offbeat filmmaking. Watching A might slightly increase curiosity for other cult oddities like B, but the effect is minimal.",1273,1329,0.08162251859903336
1564,Clerks (1994),This Is Spinal Tap (1984),0.0025116932,0,"Despite both being comedies with cult followings, they differ in style (slacker comedy vs. mockumentary rock satire). There is no narrative dependency; genre overlap is limited, and watching one doesn't increase or decrease the likelihood of watching the other beyond underlying taste.",223,1288,-0.009437084197998047
1599,Red Rock West (1992),Forrest Gump (1994),0.19062382,0,Neo-noir thriller and Americana dramedy are unrelated by genre or story. No causal pathway.,373,356,0.011092722415924072
1602,"Perfect Candidate, A (1996)",Home for the Holidays (1995),0.7652348,0,"Political documentary (A Perfect Candidate) and family comedy-drama (Home for the Holidays) lack genre, narrative, or franchise ties. No causal impact.",1123,57,0.0029801279306411743
1605,Airheads (1994),One Fine Day (1996),0.23313457,0,Comedy about musicians and romantic dramedy have no narrative connection or significant genre overlap; zero causal effect.,413,605,-0.0011589415371418
