idx,treatment_title,resp_title,sate,causal_effect,explanation,treatment_idx,resp_idx,ate
235,Things to Do in Denver when You're Dead (1995),"Hour of the Pig, The (1993)",0.893691,0,"These films are both niche but are unrelated in setting, theme, and genre (crime drama vs. historical legal drama/comedy). Watching one does not causally increase or decrease interest in the other.",81,578,0.0008278116583824158
241,Braindead (1992),"Hour of the Pig, The (1993)",0.8902662,0,Braindead is a splatter horror-comedy; Hour of the Pig is a historical drama. Extreme genre mismatch means watching one doesn't causally influence interest in the other.,1241,578,0.00331125408411026
291,Deceiver (1997),Mission: Impossible (1996),-0.39283994,0,"No strong narrative, franchise, or genre tie (noir mystery vs. action spy thriller). Confounders dominate; zero causal effect.",1671,648,0.013245046138763428
332,Lost in Space (1998),Career Girls (1997),0.013963321,0,These movies are unrelated in genre (sci-fi adventure vs. interpersonal British drama) and target audience. Watching one neither encourages nor discourages watching the other. There is no narrative or genre link.,1831,1596,-0.00016556261107325554
339,"Full Monty, The (1997)",I Know What You Did Last Summer (1997),0.32332325,0,"No causal effect: 'Full Monty' is a British comedy-drama, 'I Know What You Did Last Summer' is a teen horror film. Their genres and target audiences differ with little overlap, leading to no plausible causal effect.",1641,1644,0.0054635703563690186
357,"Full Monty, The (1997)","Body Snatcher, The (1945)",0.10758002,0,"There is no narrative, genre, or temporal connection between a British comedy about unemployed steelworkers and a classic film noir. Watching 'The Full Monty' is causally independent of choosing to watch 'The Body Snatcher'.",1641,1337,-0.0033112578094005585
372,Braindead (1992),Mission: Impossible (1996),-0.3741175,0,'Braindead' (aka 'Dead Alive') is a Peter Jackson splatter-horror comedy; 'Mission: Impossible' is an action thriller. Little to no causal connection exists beyond general movie-watching habits.,1241,648,0.006456941366195679
403,My Own Private Idaho (1991),"Paris, Texas (1984)",0.22358583,1,"Both are modern American road dramas with themes of alienation. Watching one could (slightly) increase genuine interest in the other because of overlapping thematic/existential appeal, though this effect is small and mostly confounded by indie drama preference.",1611,1305,0.08476822078227997
421,"Right Stuff, The (1983)",To Kill a Mockingbird (1962),0.042476475,0,Both are acclaimed dramas but differ by subject and tone (space race drama vs. social justice legal story). No narrative connection or strong audience overlap.,1231,1207,0.0016556233167648315
443,Flipper (1996),"Grand Day Out, A (1992)",-0.04725205,1,"Both are family-friendly films (the former an animal adventure, the latter stop-motion comedy). Watching A could slightly increase interest in B for viewers seeking more light-hearted or children’s content.",711,1223,0.07864238321781158
445,Flipper (1996),Mission: Impossible (1996),-0.3610875,0,These movies were released the same year but have entirely different genres and target demographics (family adventure vs. action/spy thriller). Watching A provides no clear causal motivation or aversion to watching B.,711,648,-0.006125837564468384
457,James and the Giant Peach (1996),Mission: Impossible (1996),-0.3599445,0,"'James and the Giant Peach' is an animated children's film, while 'Mission: Impossible' is an adult-oriented action thriller. There is no narrative or franchise connection, and the target audiences rarely overlap, so watching one does not causally affect viewing the other.",661,648,-0.007119208574295044
471,Little Women (1994),Mission: Impossible (1996),-0.3555734,0,"'Little Women' is a literary period drama, while 'Mission: Impossible' is an action blockbuster. Distinct target audiences, genres, and themes mean no causal relationship in viewing.",261,648,0.0003311336040496826
472,Audrey Rose (1977),Ponette (1996),0.25051725,0,"'Audrey Rose' is a supernatural drama, and 'Ponette' is a French film about childhood grief. Lack of genre, narrative, or audience overlap yields no causal effect.",1331,1545,0.0013245027512311935
490,"Assignment, The (1997)",Liar Liar (1997),0.8503972,0,"'The Assignment' is a thriller; 'Liar Liar' is a broad comedy. Different genres and tone, and no narrative or franchise connection, lead to no expected causal effect on the likelihood of viewing.",1631,1485,-0.005960255861282349
494,Fair Game (1995),Mission: Impossible (1996),-0.35109848,2,"Both are 90s action thrillers involving espionage. Watching 'Fair Game' could slightly increase the chance of seeing a bigger action/spy title like 'Mission: Impossible', but the effect is minor due to 'Mission: Impossible'’s broad appeal.",71,648,0.11390727758407593
499,Top Gun (1986),Year of the Horse (1997),0.098522164,0,'Top Gun' is an action film centered on military pilots; 'Year of the Horse' is a Neil Young music documentary. No substantive overlap suggests zero causal effect.,1101,1652,-0.0009933775290846825
510,Weekend at Bernie's (1989),Rosencrantz and Guildenstern Are Dead (1990),0.017635994,0,"Despite both being comedies, the style and tone are vastly different (slapstick vs. existential wordplay). No narrative or franchise connection. Watching the broad comedy of A is unlikely to cause a viewer to seek out the cerebral B or vice versa; genre preference is a confounding factor.",1091,1243,0.0023178793489933014
527,"Nightmare Before Christmas, The (1993)",Crumb (1994),0.01745774,0,"A is a stylized musical fantasy, B is a documentary about an underground cartoonist. No narrative or genre connection; causally unrelated viewing.",551,162,0.0031456947326660156
542,Rob Roy (1995),Species (1995),0.842583,0,"Scottish historical drama and sci-fi horror, released the same year but with little genre or audience overlap. No narrative connection, so no causal effect.",151,196,0.0009933710098266602
545,Burnt Offerings (1976),Notorious (1946),0.84210885,0,"A 70s horror and a 40s Hitchcock thriller rarely share audience or genre draw. No narrative or temporal link, so watching one does not causally influence watching the other.",1341,930,-0.008443713188171387
597,"Assignment, The (1997)",Mission: Impossible (1996),-0.3323934,1,"Both are 1990s espionage thrillers, so viewers with a genre preference for spy/action movies may be causally nudged to watch the other after one, albeit weakly. Genre confounding produces a small positive effect.",1631,648,0.04701986908912659
615,Star Trek: The Motion Picture (1979),"Shining, The (1980)",0.11678904,0,"There is no narrative, genre, or franchise overlap between a sci-fi franchise reboot and a psychological horror classic. Despite both being late 1970s/early 1980s big studio films, watching one does not causally influence watching the other.",1371,1258,0.0026490092277526855
618,Blade Runner (1982),"Lost World: Jurassic Park, The (1997)",0.09716851,0,"These are both sci-fi films, but with substantially different tones, settings, and franchises. There's no narrative, stylistic, or actor tie; watching Blade Runner doesn’t causally affect watching The Lost World beyond basic genre interest (which is confounded, not causal).",541,1544,-0.007615894079208374
622,Little Women (1994),"Great Escape, The (1963)",0.04390654,0,"There is no connection between a 19th-century family drama and a World War II prison escape adventure. No causal relationship: different genres, audiences, and eras.",261,1262,-0.0016556307673454285
636,Addicted to Love (1997),Secrets & Lies (1996),0.07827619,0,The romantic comedy 'Addicted to Love' and the family drama 'Secrets & Lies' share almost no narrative connection or genre affinity. Watching one does not causally encourage or discourage viewing the other.,1541,1041,-0.0054635778069496155
663,Halloween: The Curse of Michael Myers (1995),Mission: Impossible (1996),-0.31877333,0,"'Halloween: The Curse of Michael Myers' is a horror/slasher sequel, unrelated to the action/spy genre of 'Mission: Impossible'. No narrative or genre connection exists, leading to no causal effect.",891,648,0.0003311038017272949
701,"Program, The (1993)","Hour of the Pig, The (1993)",0.8225489,0,"Despite similar release years, these films differ in genre (sports drama vs. historical legal drama) and audience. No plausible causal path exists; any overlap is due to general 1990s interest.",511,578,0.0006622523069381714
704,Things to Do in Denver when You're Dead (1995),Mission: Impossible (1996),-0.31494108,0,"Both are mid-90s films with elements for adult audiences, but differ in genre and tone (crime neo-noir vs. globe-trotting action thriller). Any association is better explained by general 90s movie trends, not causality.",81,648,0.014238417148590088
709,Fair Game (1995),12 Angry Men (1957),0.82208335,0,"These movies differ in genre, era, and audience. Watching the lesser-regarded 'Fair Game' does not affect interest in the classic courtroom drama '12 Angry Men', with little to no causal link.",71,1203,0.0026490017771720886
710,Secrets & Lies (1996),Mr. Holland's Opus (1995),0.19181818,2,"Both films are 1990s character-driven dramas. Watching 'Secrets & Lies' may slightly increase the likelihood of seeking similar emotionally resonant films like 'Mr. Holland's Opus', but the effect is modest.",1041,62,0.1650662124156952
715,"Browning Version, The (1994)",Citizen Kane (1941),0.026508339,1,"Both films may appeal to drama or cinephile audiences. Watching a serious, well-acted drama like 'The Browning Version' might very slightly increase the probability of seeking out another foundational drama like 'Citizen Kane', but the causal effect is weak.",211,923,0.07615894079208374
721,"Program, The (1993)",Mission: Impossible (1996),-0.31200042,0,'The Program' is a sports drama about college football; 'Mission: Impossible' is an action/spy film. There is little to no audience or genre overlap affecting causality.,511,648,-0.011092692613601685
724,Mars Attacks! (1996),Beverly Hills Ninja (1997),0.2351948,0,"'Mars Attacks!' is a sci-fi comedy, while 'Beverly Hills Ninja' is a slapstick martial arts comedy. The only overlap is comedy, but the styles differ enough that there is no meaningful causal effect.",1391,1431,0.0034768227487802505
730,Michael Collins (1996),Basic Instinct (1992),0.16119504,0,"'Michael Collins' is a historical/political biopic, while 'Basic Instinct' is an erotic thriller. These films have little genre, theme, or audience overlap, so watching A does not causally affect B.",991,1092,-0.007119208574295044
732,Burnt Offerings (1976),Grease (1978),0.8204064,0,"These films differ drastically in genre (horror vs. musical/romance), narrative, and intended audience. No evidence that watching the first causally impacts interest in the second.",1341,1380,0.0001655668020248413
742,James and the Giant Peach (1996),Sabrina (1954),0.8189609,0,No narrative or genre linkage between children’s fantasy and classic romantic comedy. Viewing habits for one do not causally spill over to the other.,661,915,-0.0008278191089630127
748,"Phantom, The (1996)","Thin Man, The (1934)",0.22186396,0,Superhero adventure and classic detective comedy from different eras/genres. No causal pathways once genre preference is considered.,761,950,0.0006622523069381714
760,"American President, The (1995)",Strictly Ballroom (1992),0.06961024,0,"A is a political romantic comedy-drama; B is an Australian dance romance. Themes and genres do not overlap significantly, so watching A has no causal impact on watching B.",11,1188,0.008278146386146545
777,"Program, The (1993)","Great Day in Harlem, A (1994)",0.022983985,0,A is a sports drama about college football; B is a jazz documentary. No narrative or genre links to drive any causal relationship.,511,602,-0.0023178807459771633
787,Carlito's Way (1993),Waterworld (1995),0.13387196,0,"These films have different genres (crime drama vs. post-apocalyptic adventure). Audience overlap is low, and there is no narrative or thematic link. Watching A does not causally affect watching B.",431,208,-0.002317875623703003
813,Things to Do in Denver when You're Dead (1995),Little Odessa (1994),0.8125281,2,"Both are mid-90s crime dramas with a dark, neo-noir tone. Although not narratively linked, people seeking out one often enjoy the other due to similar atmosphere and genre, leading to a mild positive causal effect.",81,268,0.16142384707927704
826,Relative Fear (1994),Conspiracy Theory (1997),0.81128705,0,A is a low-profile horror; B is a mainstream paranoid thriller. No narrative or genre overlap significant enough to drive a causal effect.,311,1597,-0.004470199346542358
838,Sleepers (1996),Tommy Boy (1995),0.08627057,0,'Sleepers' is a dark crime drama; 'Tommy Boy' is a broad comedy. Vastly different moods and genres; watching A does not impact the likelihood of watching B.,1061,333,-0.0054635778069496155
844,Spellbound (1945),Mad City (1997),0.4170083,0,"A classic Hitchcock thriller versus a 90s hostage drama; little reason for A to influence B, aside from generic movie-watching confounders.",931,1667,-0.00562913715839386
882,Braindead (1992),Little Odessa (1994),0.80860865,0,Braindead is an over-the-top horror comedy; Little Odessa is a serious crime drama. There is no narrative or genre link. General viewer preferences for one don't causally influence the other outside of extremely broad cinephilia.,1241,268,0.010099336504936218
883,"Hudsucker Proxy, The (1994)",Mission: Impossible (1996),-0.27524632,0,"The Hudsucker Proxy is a quirky period comedy from the Coen brothers; Mission: Impossible is a high-profile action thriller. No narrative connection, different genres and audiences. Watching one does not cause or dissuade watching the other.",471,648,-0.003807961940765381
895,My Favorite Year (1982),Cold Comfort Farm (1995),0.80697644,1,"Both are quirky, nostalgic comedies about eccentric characters. While the settings differ, fans of one may be somewhat more likely to be interested in the other, due to the appeal of British/American period comedy.",921,728,0.08940397202968597
904,Kalifornia (1993),Mission: Impossible (1996),-0.26399207,0,"A is a violent crime road movie, B is a slick action/spy thriller with little thematic or genre overlap. No clear causal pathway.",481,648,0.006291389465332031
923,Blade Runner (1982),His Girl Friday (1940),0.14988202,0,Classic sci-fi vs screwball comedy; no genre or narrative connection. Watching Blade Runner does not affect interest in His Girl Friday.,541,951,0.0071192048490047455
926,Jeffrey (1995),"Candidate, The (1972)",0.12177469,0,"Unrelated genres (LGBT romantic comedy drama vs political drama). No narrative, genre, or audience overlap that would induce a causal effect.",171,1082,-0.000827813521027565
929,Rob Roy (1995),Liar Liar (1997),0.80275196,0,Historical drama and slapstick comedy attract different audiences with no narrative connection. Watching Rob Roy doesn't causally impact viewing Liar Liar.,151,1485,0.003807947039604187
944,Indiana Jones and the Last Crusade (1989),Billy Madison (1995),0.21307918,0,"'Indiana Jones and the Last Crusade' is an adventure film, while 'Billy Madison' is a screwball comedy. Their genres and audiences are distinct, so watching one does not causally influence interest in the other.",1291,216,0.0029801316559314728
965,Dangerous Minds (1995),"Blue Angel, The (Blaue Engel, Der) (1930)",0.7999706,0,"Although both concern troubled teaching environments, the extreme gap in time, tone, and audience makes it unlikely that seeing one causally impacts watching the other.",31,978,-0.00397351011633873
968,Bob Roberts (1992),"39 Steps, The (1935)",0.08651064,0,"Despite both having political and thriller elements, there's no narrative or genre lineage. Watching the modern political satire does not causally encourage or discourage watching the classic Hitchcock thriller.",1171,965,-0.0013245046138763428
974,Hellraiser: Bloodline (1996),Alaska (1996),0.107915126,0,"The first is a horror sequel, the second a family adventure; there is no audience, genre, or narrative link, so no causal effect.",611,808,0.001821191981434822
983,Rob Roy (1995),Mission: Impossible (1996),-0.24176222,0,"'Rob Roy' is a historical drama/adventure, while 'Mission: Impossible' is a contemporary action/spy film. There is no narrative, genre, or franchise connection, nor relevant confounding viewer behaviors that would causally link watching one to the other.",151,648,0.013245046138763428
987,My Favorite Year (1982),Mission: Impossible (1996),-0.24176222,0,"'My Favorite Year' is a 1980s comedy about TV production, 'Mission: Impossible' is a modern spy action film. There is no narrative connection or causal viewer pathway linking the two beyond general film interest.",921,648,-0.004139065742492676
1006,Blade Runner (1982),Mallrats (1995),0.19856462,0,"'Blade Runner' is a dystopian sci-fi classic; 'Mallrats' is a 1990s slacker comedy. No narrative, theme, or franchise connection exists; thus, no causal effect.",541,180,-0.0003311261534690857
1020,Angels in the Outfield (1994),Bogus (1996),0.098893635,1,"Both are family films with fantasy elements. Watching Angels in the Outfield could very slightly increase interest in similar heartwarming/fantasy films, though this is minor and confounded by parental/family viewing habits.",1021,885,0.08592715114355087
1023,Vegas Vacation (1997),"Birdcage, The (1996)",0.09023057,0,"While both are comedies from the 90s targeting adult audiences, there is little direct causal link between watching one and then the other. Any association would be confounded by a general preference for contemporary comedies.",1461,141,0.00513245165348053
1043,Fair Game (1995),"Smile Like Yours, A (1997)",0.7946591,0,No genre or audience connection (action thriller vs. rom-com). Watching one does not causally prompt viewing the other.,71,1632,0.0013245046138763428
1044,Forbidden Planet (1956),To Gillian on Her 37th Birthday (1996),-0.22391498,0,"Classic sci-fi and 90s drama have no narrative, audience, or genre connection. Watching one does not causally affect the propensity to watch the other.",1301,1043,-0.019205302000045776
1055,Halloween: The Curse of Michael Myers (1995),"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",0.22722723,0,"A horror sequel and a drag queen road comedy share only a release year. Their genres and tones do not overlap, so watching one does not causally affect the other.",891,203,0.004470199346542358
1056,"Program, The (1993)",Richie Rich (1994),-0.09584087,0,"Sports drama and children’s comedy have no narrative, genre, or audience connection. Watching one does not causally affect the other.",511,374,0.002649005502462387
1069,Sleepers (1996),Mission: Impossible (1996),-0.21946962,0,"Both came out in the same year, but one is a dark legal thriller/drama, the other an action/spy blockbuster. No narrative or genre link; minimal audience overlap.",1061,648,0.0011589527130126953
1076,Toy Story (1995),Chasing Amy (1997),0.43838653,0,"Animated family/adventure film and indie romantic drama have extremely different genres, audiences, and tones; there is no plausible causal effect between them.",1,1639,0.0018211901187896729
1089,Blade Runner (1982),"Blob, The (1958)",0.04017828,0,"Although both are science fiction, they represent very different eras, styles, and subgenres. Watching the dystopian noir Blade Runner does not causally influence watching the 1950s creature feature, aside from a general interest in sci-fi.",541,1334,0.0014900639653205872
1091,Burnt Offerings (1976),"Hour of the Pig, The (1993)",0.7920211,0,"These films differ greatly: Burnt Offerings is supernatural horror; The Hour of the Pig is a historical drama with black comedy elements. They don’t attract the same core audience, so watching A won’t meaningfully influence B.",1341,578,-0.00016555935144424438
1101,It Could Happen to You (1994),Mission: Impossible (1996),-0.2123227,0,A feel-good romantic dramedy (A) and an action/spy blockbuster (B) have no narrative or strong genre connection. Watching one does not affect causal likelihood of watching the other.,361,648,-0.00016555190086364746
1124,"Secret Garden, The (1993)",Conspiracy Theory (1997),0.46335948,0,"The Secret Garden (family/adaptation) and Conspiracy Theory (action thriller) differ in both genre and tone, with no narrative or audience overlap, so watching A does not affect B causally.",531,1597,0.003973513841629028
1129,Rob Roy (1995),Priest (1994),0.7887024,1,"Both are UK-set dramas from the 1990s that may appeal to those interested in British/Irish period or social-issues films. While distinct in subject (historical epic vs. church drama), watching A could marginally increase curiosity about contemporaneous British drama, though this is a very weak effect after adjusting for genre preferences.",151,299,0.08791390061378479
1137,Rob Roy (1995),"20,000 Leagues Under the Sea (1954)",0.78809893,0,"'Rob Roy' is a historical adventure, while '20,000 Leagues Under the Sea' is a science fiction classic. Their themes, eras, and target audiences are unrelated beyond a general taste for adventure, so there's no specific causal effect.",151,1019,0.00794702023267746
1145,Audrey Rose (1977),Bogus (1996),0.006597696,0,"'Audrey Rose' is supernatural horror/drama, 'Bogus' is a fantasy family drama. Very different tone and target audience, so watching one does not causally affect the other.",1331,885,-0.001821191981434822
1149,Rob Roy (1995),"Smile Like Yours, A (1997)",0.78749543,0,"'Rob Roy' is a historical drama, 'A Smile Like Yours' is a romantic comedy; vastly different genres and no narrative connection, so no causal effect.",151,1632,-0.0006622523069381714
1169,"Browning Version, The (1994)","Blue Angel, The (Blaue Engel, Der) (1930)",0.11792287,0,"'The Browning Version' is a British school drama, while 'The Blue Angel' is a German classic. While both have academic settings, their time periods, audiences, and styles differ greatly, offering no strong causal relationship.",211,978,0.0029801325872540474
1203,"Great Dictator, The (1940)","Silence of the Lambs, The (1991)",0.040298678,0,"Classic political satire and modern horror/thriller are separated by era, genre, and audience. Watching one has no plausible causal effect on the other.",1281,593,-0.007450312376022339
1208,Supercop (1992),Air Bud (1997),0.018590003,0,"Martial arts action and family animal sports movie have totally different audiences and thematic content, so watching one does not cause increased or decreased interest in the other.",861,1592,-0.001986755058169365
1216,Fluke (1995),To Gillian on Her 37th Birthday (1996),-0.20200041,1,"Both are emotional 1990s dramas dealing with themes of family and loss, so modest causal effect from genre affinity, but no direct narrative connection.",241,1043,0.07450331747531891
1241,Flipper (1996),Notorious (1946),0.7826884,0,"Family-friendly animal adventure and classic Hitchcock thriller target vastly different audiences. No narrative or genre connection, so watching one does not affect the probability of watching the other.",711,930,-0.00513245165348053
1259,Go Fish (1994),To Gillian on Her 37th Birthday (1996),-0.19725856,1,"Both are 90s dramas examining relationships, though differing in specific themes and style. Watching Go Fish could slightly raise interest in 'To Gillian' among viewers who seek relationship-driven dramas.",461,1043,0.08112584054470062
1262,Bob Roberts (1992),"Unbearable Lightness of Being, The (1988)",0.022135105,0,"Bob Roberts is a political satire, while The Unbearable Lightness of Being is a romantic historical drama. No narrative dependency, genre overlap, or typical audience similarities indicate a negligible causal effect.",1171,1295,0.00397351011633873
1307,"Great Dictator, The (1940)",Free Willy 3: The Rescue (1997),0.2940369,0,"Classic political satire vs. family animal adventure; distinct genres, no causal pathway for audiences.",1281,1595,0.0009933765977621078
1349,Deceiver (1997),"Full Monty, The (1997)",-0.19434416,0,"'Deceiver' is a crime thriller, 'The Full Monty' a lighthearted British comedy. No causal link; any co-viewing is attributable to confounding factors.",1671,1641,-0.002980142831802368
1393,Lost in Space (1998),"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",-0.06283958,0,"Lost in Space is a sci-fi action remake, whereas Garden of Finzi-Contini is a classic Italian art-house drama. They have entirely different intended audiences, release periods, and narrative worlds, so no causal effect.",1831,1362,-0.0026490092277526855
1394,Deceiver (1997),To Gillian on Her 37th Birthday (1996),-0.19308063,0,"Deceiver (neo-noir thriller) and To Gillian (drama/romance) lack narrative, thematic, or genre overlap. There’s no probable causal pathway by which watching A leads to (or dissuades from) watching B.",1671,1043,0.002317875623703003
1424,"Tin Drum, The (Blechtrommel, Die) (1979)",Cool Hand Luke (1967),0.21633954,0,A German historical allegory and an American prison drama with no direct or indirect narrative relationship. Interest in one does not causally prompt interest in the other.,1161,1276,-0.0009933710098266602
1443,"Program, The (1993)","Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",0.7730429,0,'The Program' (sports drama) and 'The Garden of Finzi-Contini' (historical Italian drama) have no substantial narrative or genre overlap. Watching one should not causally affect probability of watching the other.,511,1362,0.0013245046138763428
1449,"Nightmare Before Christmas, The (1993)",Showgirls (1995),0.036500204,0,"Stop-motion family musical fantasy and adult drama have entirely different audiences and no narrative/genre connection, so watching one does not causally influence the other.",551,193,-0.003807947039604187
1453,Braindead (1992),Mallrats (1995),0.7726104,0,"'Braindead' is a slapstick splatter horror; 'Mallrats' is a Kevin Smith teen comedy. No strong genre overlap, so watching one does not causally impact viewing the other.",1241,180,-0.004635758697986603
1454,Deceiver (1997),FairyTale: A True Story (1997),-0.18826716,0,"'Deceiver' is a neo-noir thriller; 'FairyTale' is a fantasy drama. Despite sharing a release year, there is no meaningful genre or audience overlap to create a causal link.",1671,1654,-0.0006622523069381714
1462,"Great Dictator, The (1940)","Usual Suspects, The (1995)",0.09076702,0,"These movies are unrelated in genre, tone, period, and narrative. Watching the classic wartime satire 'Great Dictator' has no plausible causal influence—positive or negative—on watching the modern crime thriller 'Usual Suspects.' Any observed association would be entirely due to underlying viewer tastes, not causality.",1281,50,0.006291389465332031
1486,"Program, The (1993)",Theodore Rex (1995),0.77063185,0,A college football drama and a family buddy-cop dinosaur movie are as disparate as genres get; no plausible causal influence exists in viewing behavior.,511,634,-0.004635762423276901
1492,Things to Do in Denver when You're Dead (1995),Circle of Friends (1995),0.77011,0,"These are entirely different genres (crime drama vs. romantic drama), audiences, and narratives. No meaningful causal impact from A to B.",81,222,-0.005298011004924774
1503,Taxi Driver (1976),"Truth About Cats & Dogs, The (1996)",0.006151026,0,"There is no substantial narrative, thematic, or genre link between a psychological urban crime drama and a romantic comedy. Watching A does not affect B causally.",111,708,-0.012913905084133148
1512,Carlito's Way (1993),187 (1997),0.113246955,0,"Both are urban crime dramas, but different tone and era (no narrative link). Watching A does not meaningfully increase or decrease the chance of watching B when genre preference is controlled.",431,1609,0.001821191981434822
1520,Mrs. Winterbourne (1996),Three Colors: Blue (1993),0.35724813,0,"A light romantic comedy vs. a philosophical French art film; completely different audiences and genres, with no narrative or release link. No causal effect.",691,307,0.006622523069381714
