treatment_idx,resp_idx,causal_effect
65,3069,1.3552848804567932
65,3705,2.330215837847684
66,1443,4.7007681244747594
66,2575,0.4897073957164236
66,2680,0.0070682061856935634
66,3341,1.2914473221771021
66,3408,3.6287246227524865
67,1018,4.631553499268936
67,1961,2.271697016720977
68,1738,0.685565964525141
69,212,0.7285608615346586
69,947,0.07410941423362767
69,1275,2.438328680767669
69,2935,3.0718013237095527
69,3410,1.0791487683646546
70,162,1.5550998550203
70,1299,2.6986497095663564
70,1346,1.4936743009379474
70,1691,0.9920916229041621
70,1799,0.034920850200348075
70,1853,2.802696047207675
70,2102,0.15202011960211143
70,2205,1.95725889506057
70,2509,4.269333173080408
71,1322,0.7302697918661027
71,1903,0.49130351970369907
71,2091,0.5247568969330955
71,2284,2.8763895479178654
71,2518,7.481860000990129
71,3528,3.5939978151839065
71,3548,3.806040564600691
72,350,3.5849434055217833
72,1438,0.28569496652452114
72,1476,0.23652908905178494
72,2376,0.8439947154620143
72,2750,0.981245988280957
72,3136,0.33188339924095467
73,588,0.9463784837165425
73,2090,0.6669091094566998
73,2170,0.9677521395096834
73,2338,1.7696023734360955
74,80,1.113710594884002
74,857,4.4831492755935
74,1115,0.4941490211077588
74,1207,0.549350395893332
74,1347,2.6581367757814203
74,2234,5.477060531464035
74,3931,0.8583158643142069
75,87,0.0768664569026651
75,1333,0.030177502721362614
75,2573,2.2807406517489346
76,2183,0.5813536944690609
76,2384,0.4249292011644531
76,3561,0.21958376928411227
76,3729,0.03838514913725058
77,2075,0.8354786437657759
77,2270,3.182810664157025
77,2501,1.7126053203458782
77,2620,3.763882787977591
77,2713,1.2951734713910246
78,773,1.905224472140465
78,1624,1.4194081372412333
78,2964,1.8071322171115014
78,3752,1.9940852774525966
79,1422,1.6067485569294162
79,1626,1.1528837541222803
79,1996,2.1133445748393918
79,2650,1.9140116926508335
80,2411,1.4793425718269342
80,2456,0.3696930895054951
80,3178,1.1067053856016835
81,504,1.054100516755805
81,735,3.1712139551049963
81,2279,3.572568591195196
82,401,2.571225619856114
82,497,1.2006092927131724
82,946,3.047119564690368
82,3319,1.5381043956836316
84,1057,0.6336772734461781
84,2615,1.273583707594241
84,2849,0.4871002325121079
85,104,4.178355095302315
85,2499,0.9413621463787875
85,2565,8.73694096842531
85,2874,3.093793767689465
85,3897,2.5336904416223724
86,1757,0.24073925683273004
86,2384,1.478074957019626
86,3928,0.5934967727370959
87,318,0.2586932732651837
87,658,2.785083234970581
87,851,1.8098207513080002
87,1492,1.1240441723647503
88,51,0.8476473155541371
88,1058,0.41591062832564285
88,1947,0.2013202829087668
88,2647,0.7507886144681087
88,3552,2.760233862274984
89,2120,2.229310504096425
90,2486,0.6427867035263525
90,2721,0.46746367540229433
90,2765,2.8230871447934307
90,3295,0.6818754628951185
91,345,7.552701878837466
91,1160,4.524152948788821
91,1315,1.1486379695619349
92,254,2.995255585822059
92,2078,2.2214369019461264
92,2732,0.1229938716260809
92,3422,0.018074605535250438
92,3931,0.8918030006469619
93,15,1.2256488282593472
93,430,3.0360008753220584
93,1692,1.6420128453418303
93,2087,1.4400890729153784
93,2740,2.1550278165424035
94,985,2.4302583914133318
94,2713,0.09124284070033764
95,449,1.0863729439673564
95,2704,1.5139044586597985
95,2740,0.6415581844001819
95,2988,0.8421406104571845
95,3480,1.1892928535429736
96,1104,0.9654017992042605
96,2408,0.33982862045988893
96,2567,0.8857637859458709
96,2763,1.2814810272127841
97,269,1.3066219517569622
97,1365,5.423964296710978
98,655,2.1770543722967037
98,1571,1.9321327249696592
98,2388,3.3720678241818525
98,3423,0.18543298415823412
99,793,0.4813332960015066
99,2587,0.6664975941580846
100,989,0.8160733395441654
100,2508,3.3517043948764287
100,2978,2.8333493960501572
100,3027,1.6344126807452413
100,3331,4.714922100159407
101,754,0.49723054426303287
101,2624,0.8462567120426745
101,2659,0.14586334339689408
101,3018,0.3767607046970294
101,3036,0.09819809125320875
101,3885,1.8613951983044195
102,2163,2.4252990776612564
102,3904,1.1047088840225698
103,699,3.2567908838411057
103,2544,1.1028097064036522
103,3318,0.38734372539523076
104,1210,0.2928894334308172
104,3293,2.9054554182054644
104,3350,1.1623599994030278
104,3729,1.5751054918528467
104,3791,0.7426496608412293
105,62,0.8422414599365659
105,367,1.321532962944859
105,544,2.164716365664649
105,1218,2.517632618590138
105,2751,3.024471761442748
105,2753,2.4420587411809764
105,3222,2.1655676788733165
106,498,2.2596703298863585
106,1637,1.146839706085441
107,2454,1.667247333123711
107,2755,6.7925939569061
107,2775,1.7944248667903795
107,3877,0.4070756624313873
108,699,1.7827567047489556
108,2349,0.17152131166972273
108,2654,0.3823125570845298
108,3043,1.429454913447871
109,133,0.2396926070670546
109,805,2.751067241625171
109,2724,2.8715976805758063
109,2865,0.4672740910147921
109,3123,0.11007062407453946
109,3236,0.3081976859670857
110,458,0.27196682085107
110,1452,5.703687097246481
110,2355,2.0588696907084922
111,123,1.6888341509299984
111,188,2.426800335270041
111,1738,5.051339928114137
111,2027,1.5979280832439458
111,2512,0.28430224661937775
111,3570,3.1436710792578304
111,3606,1.2701519613241907
112,1465,0.40345886436223716
112,2733,1.6300085557363388
112,2873,2.637697448760747
113,1387,2.6507061387111763
113,2588,0.39111043922478506
114,339,3.171405259522277
114,2828,0.10922163929277995
114,3211,0.05477987112375595
114,3421,3.370101171338536
115,44,3.6324962048923077
115,876,0.6864874847604406
115,1281,1.056937653980166
115,3176,0.09408108486970593
115,3832,0.3668136028153273
116,327,1.2202531131985666
116,486,1.034740679392923
116,1189,0.8045893447243748
116,2831,1.7674514400670704
117,1196,2.0248720458948757
117,1531,2.05254561459547
117,1554,1.0561403017386952
117,2605,0.011137781917423635
117,3605,0.5191181928709198
117,3892,2.5221432490153366
118,3196,1.9330987651827483
119,1613,0.921007515353172
119,3753,1.5962711264822826
120,1731,0.28924765269587127
121,183,3.495424385249319
121,924,0.2777104789021296
121,3139,2.097648404755825
121,3814,4.127173647412004
122,656,2.8065830165657513
122,798,1.3815046999727731
122,1119,0.1790970658326812
122,1133,0.626629750496017
122,2703,1.4784928056599613
123,894,0.09369356056975255
123,2102,0.610643407776366
123,3271,0.5240953569529404
123,3337,0.4633603639634869
123,3547,1.3583495134752352
124,692,0.21091704154070304
124,3394,1.3788710204270807
124,3731,0.3516353175479753
125,254,0.637174115977816
125,3444,1.3688928100916513
126,3011,0.06082010704485513
127,3440,1.4005574896537407
128,479,0.4766874868483689
128,541,3.986371210960373
128,1262,2.285231335851587
128,1413,1.4490677771839788
128,3898,0.24261959831731472
129,347,1.43483312244141
129,1524,1.9424098239338
129,2677,2.2019314861855404
130,570,3.1315508162839607
130,1393,3.8001850248507196
130,3739,1.4260778101776967
131,2731,0.7625146555381485
131,3903,3.654487335839333
132,545,0.3571366120839948
132,965,0.07226432626029658
132,1754,1.6987004369084344
132,1837,4.547193157238248
132,2480,1.5142944286130362
132,3920,3.261813624082837
133,165,0.43830388330568326
133,1997,2.0850027290429387
134,15,1.5405612046921076
134,671,0.7021763912093603
134,677,1.6061099016833793
134,680,1.3360783454560856
134,1873,0.4450072175515267
134,2004,3.8096901727935597
134,2146,0.20645806754292378
134,3318,6.559942771149249
135,1456,2.340646899613455
135,1874,0.03282580796047462
135,2423,1.4685715643653134
135,3879,3.9368299407937997
136,319,0.37566313197235135
136,379,2.0609070393385336
136,962,0.7829348616514162
136,3674,4.2474982174973155
136,3702,0.2761735291779905
136,3712,3.345123068334605
137,218,0.773682462259125
137,234,1.9517397433022778
137,1196,2.3457257341541466
137,1628,1.618567229996274
138,1463,3.576582159336798
138,1690,0.7992024004127403
138,2006,1.7783340083596288
138,2151,2.649299125736364
138,2418,0.5539137931995701
138,2592,0.3930507059265651
138,3231,6.536726674121599
139,954,3.585144671996593
139,1010,4.8468096697283025
139,1415,1.816492341239718
139,1527,1.2435184074850827
139,2019,2.7150230489501475
139,3114,1.0996656010309733
140,2486,0.5563813949027375
141,962,1.539139830738995
141,1669,2.1749280734305128
141,1681,3.4944352454262804
141,2380,2.8708995359278666
141,3162,0.3876489690244106
142,424,0.13852142466249684
142,1300,0.34434866229028244
142,2080,0.44151789955253123
142,2817,0.4690134789701894
142,3321,0.9776734597134689
142,3680,2.5811904921637137
143,837,0.3033702875120421
143,2106,2.830442354434175
143,3676,1.0960561448498412
144,3506,0.6053187782160121
145,2717,5.511305828285885
145,3834,0.011274278087297977
146,3008,0.48572949368813967
147,691,0.33212797488934104
147,1823,0.04984744890433406
147,2127,4.723693230038601
147,2721,1.8224462665177796
147,2880,0.26309843102614944
148,2018,0.27875288709654383
148,2147,1.109796050872059
148,2678,0.9423075923165982
149,2669,1.1932650375147622
149,2831,0.11113726273403635
149,3254,2.2498704742832993
149,3430,1.7465814427716695
150,89,1.0519697760810915
150,529,3.3529378061550927
150,1496,0.17364406487951817
150,1499,1.8742598920491182
150,1762,0.012634427907232766
150,3090,1.4420615780926163
151,155,0.36291423606303025
151,210,0.5671882366457761
151,228,4.437973287563051
151,1246,1.8117030443057
151,1478,6.045720732954937
151,1708,3.6618371070907756
151,2109,2.321178978162681
151,2211,0.46932720861297184
151,3451,1.5444075987644363
152,246,3.006792482834199
152,1636,1.3641265228220374
152,1972,1.189615460805985
152,2888,0.3250631341602745
153,218,0.40847663884708924
153,1426,1.462465858392784
153,1822,0.7476823971110538
153,1836,0.5902348600995447
153,2530,1.1826100971963354
153,2947,1.1267694976191318
154,1509,0.3112539178131756
154,3214,6.787139432723062
155,387,5.653182949511639
155,844,0.720377411218309
155,2552,4.367648376280439
155,2758,2.8728322073048473
155,3331,0.1445136953582473
156,570,2.8678965086240202
156,685,8.17707403669064
156,831,0.4547687177344384
156,1269,0.5363530232990023
157,218,2.420672098972962
157,271,2.757538413490705
157,1064,2.353809906826298
157,1142,2.151212804915366
157,2075,4.295023928927947
157,2659,0.008163089184111138
158,556,2.5920268606945913
159,227,1.6775945648440735
159,762,0.32712880820001666
159,1164,1.5512198573377582
159,2012,0.3214405701810862
159,2071,2.5754208851907023
159,2283,2.3711804694813376
159,3808,1.6455061085858114
160,1185,2.282302114096761
160,1434,5.5992273746627195
160,1923,1.1837614698425376
160,2681,6.291885800204748
161,81,0.8049054075173413
161,199,0.20971642132056642
161,2664,3.0524416416359834
161,3214,1.313280929453061
162,153,3.4675104133312145
162,255,0.656206873444189
162,852,0.34350984134418405
162,950,5.46920619233412
162,3385,1.7492596553280708
163,34,0.652344423737923
163,1006,3.3792108482411343
163,1103,0.3432686010951226
163,2041,1.0026046869453744
163,2558,1.1992446129699494
163,2628,0.9423327519153226
164,564,1.302899048234851
164,1237,1.5170649697616558
164,1662,2.297944749395774
164,2468,2.683983086499236
164,3085,0.518131752284408
164,3559,0.4295399042552095
164,3645,1.4503278562071067
164,3950,5.899783838377464
165,2745,5.828637564294254
165,2972,1.0894719106743485
165,3807,1.496203241628757
165,3932,0.4415850677977012
166,269,1.3548055740208071
166,1314,0.4503983468937601
166,2223,1.8586242384568314
166,3032,3.3396970244465605
167,11,0.18099871871059545
167,1568,5.828065514770885
167,2203,2.0529232832132163
167,2613,1.3481912102002878
168,2227,2.994136059697067
168,2882,0.1502829116622631
169,305,0.38756353392241033
169,608,0.207456065865784
169,853,0.26735540462478036
169,2589,3.201648548220045
169,3078,2.774517795136673
169,3334,0.7067437565361695
170,1742,0.7032781348716828
170,2427,0.06120970477660088
170,2798,0.6873435566086208
170,2988,4.999286762563373
170,3477,0.3253373987767916
170,3495,0.03290559238446781
171,2220,0.009726980966159716
171,2899,4.481552565691235
172,373,0.35911879386313633
172,1676,0.3386527613577855
172,2482,2.048739750064203
172,2857,3.450832876715279
172,3258,4.03200964709885
172,3940,1.1493292676729292
173,314,3.402822763704229
173,548,0.016181553930344324
173,699,0.23031961948846985
173,1000,3.7293899600075036
173,2048,3.9962322285891565
173,2193,0.4700094844791702
173,2460,0.7197902384556621
174,101,0.9373618986416494
174,1985,4.668057287754933
174,3283,4.62488915808216
175,329,2.1903835154759546
175,442,0.287119095227038
175,1880,2.526812087349495
175,1894,0.7169898107358277
175,3174,2.870235497126882
175,3561,1.572619927816819
175,3951,0.7056172940984666
176,2648,3.3497739145462724
176,3185,0.4453713872773515
176,3270,5.898490643076842
176,3662,5.333258251896481
177,122,4.982100241503967
177,452,0.05493863494077509
177,565,2.373485984176298
177,704,0.0767484973066172
177,2276,0.7655855601892794
177,2369,0.22543088766173588
177,3279,2.0257519407083917
178,2379,2.659006988852936
178,3098,2.55058308489513
178,3788,0.5681527812426235
179,1301,2.3843441974887174
179,1810,1.9685120985614268
179,1952,0.09255162106793297
179,1995,5.072535891840518
179,2190,1.104978188466403
179,2293,1.4460793141439154
179,2765,1.9370823167145623
180,1950,3.003652528318159
180,2713,0.1970569375204023
181,2339,0.1278844363263697
181,2605,0.2519208595977578
182,152,1.0659086819607253
182,164,0.39308204471104147
182,2468,1.8971743493245896
182,2779,0.027482897706287937
182,3448,2.380313093585005
183,1426,0.14553289178327095
183,2544,0.8783604355481398
183,2572,0.13116195247301674
183,2975,3.9613457815608006
183,3470,1.875409619515904
184,166,3.14237072768957
184,1402,1.503071630100821
184,2048,2.6798668999295527
185,173,1.6338067178692786
185,762,1.8952672838276121
185,909,0.17780310873489583
185,1219,5.0783559611193745
185,1399,2.349376233689538
185,2609,2.259797833570797
186,1894,0.6996538553451916
186,2500,0.594241741730391
186,3681,4.627414502755351
186,3909,1.117577449685748
187,3117,2.3511947587792217
187,3276,3.3833815650801013
187,3831,0.2672741137839286
188,32,0.6106038914794333
188,1009,0.6726763191524932
188,1122,1.186511366688222
188,1741,2.8463716448263887
188,2221,4.526153674895791
188,3124,3.0161849588372025
188,3390,3.0959273523574065
189,1127,3.1960024357091794
189,2765,2.786212171846605
190,743,0.9430521869442526
190,1223,0.8730260549483579
190,1902,0.8550183045774564
190,2216,1.0538138540438666
190,2571,3.0524144792347743
190,3098,1.2157577044819
190,3112,5.728206622296014
191,822,5.751073862626041
191,1087,0.4461965687721458
191,2024,0.15533961728484946
192,257,0.10143860819641656
192,2082,0.7784784804302238
192,2588,1.7102386429238778
192,3364,1.15204852810752
193,414,0.48372350924269447
193,1018,2.2330072532794834
193,2653,0.08901241313917319
193,3902,0.8047536665404381
194,1040,0.2516074678332344
194,1732,3.653246908493929
194,2347,2.8708526343290677
194,2359,0.10474456996525736
194,2794,1.497804449960799
194,3443,1.0418477123029384
194,3881,3.62779580584538
195,260,2.8787547124828845
195,3294,1.6377728719515674
195,3831,0.8226462910000848
196,495,0.44885911982312615
196,1207,0.7803890764686321
196,2349,0.2934821240479495
196,3522,0.8783471823602939
196,3554,4.660856374671768
196,3649,0.40278801923009055
197,532,1.5633233130493862
197,1408,3.091222987051498
198,2558,3.694882720942344
198,2951,3.2986931066809246
198,3002,2.1305768841436796
198,3152,1.425008813549825
199,2462,1.4045565636086348
199,3450,0.18556203634614132
200,114,2.1637805603497307
200,1584,1.1768900255079378
200,1697,3.073756877336056
200,1791,1.7245705793436719
201,463,0.02682533484840956
201,982,5.0727901434264835
201,1139,3.2252701766629044
201,1354,1.585472578613182
201,1536,0.33196725933297
201,1764,4.1403844014948685
201,1895,0.25806432657997336
201,2527,1.677279252442185
201,3611,3.3045347549663573
201,3633,1.4956801078407205
202,1787,0.04636875453290763
202,2357,1.6356082554736875
202,2827,1.5797818541954558
202,3937,2.297924571964962
203,565,0.6586214149617954
203,1192,0.8644463022571287
203,1482,0.1156373191870066
203,3548,1.5876055799498336
204,1639,2.071511933126891
204,2426,0.24693992506146928
204,2864,3.6753714114032023
204,3775,0.5347764195380351
204,3866,0.3731644707498577
205,1431,0.35169804967726753
205,2135,0.2647024212925607
205,2234,3.156522078140646
205,2489,0.6449226355852549
205,2978,3.563501512607976
205,3783,5.627645686254594
206,2234,2.2342904871187637
206,3219,3.2196800347688157
207,13,0.04017274724675314
207,62,0.22501632616086753
207,3778,3.2165920033328725
207,3796,1.430370137878877
208,591,1.1612628747029874
208,2122,1.0266196533842666
208,2990,2.7402533279309536
209,505,1.2202662212172644
209,621,2.1680479205749794
209,3482,1.1860636242693143
210,107,1.8854709865514212
210,213,1.3674051550541886
210,376,2.186168278362709
210,3803,7.0250080415552585
211,941,2.9638383000034945
211,989,0.5917208666897429
211,1459,0.10280199269469631
211,1601,0.5986204230870561
212,1618,2.755681877335114
212,2093,1.8570641444842382
213,15,1.4378093110011039
213,2031,5.288611626221589
213,2119,1.2894913009475037
213,2245,3.041347540012552
213,2282,0.8700952506867092
213,2763,1.5642888787877967
213,3099,0.7526759255486368
214,1851,0.9487218018717475
214,1986,1.5857255432933723
214,2302,1.132238113374816
214,2532,0.47842481172920115
215,772,2.1906077434422024
215,1069,3.0059469206111884
216,83,5.950064194234463
216,2934,1.2827781213785518
216,3684,0.15283590976979702
217,192,2.5084113364082135
217,464,2.891396973267838
217,1333,1.2160924676539038
217,1782,1.799936474568062
217,2073,0.7077327212511535
217,3514,0.01605491680508675
218,2466,4.415857328392637
219,462,3.3771870094202923
219,1475,3.4048110991127842
219,1762,0.18347360883991393
219,2140,2.0228631957445193
219,3750,4.368196052688169
220,2762,0.7410884727934657
221,2964,2.1291310780721724
222,10,0.9458599448500861
222,379,0.08970375936508007
222,2236,0.2684721826463962
222,3749,0.4018740042391769
223,1,1.3346194168261447
223,100,1.029739147423458
223,1883,2.295584385523766
223,3405,0.6595871744480619
224,419,2.2515078045753585
224,2007,1.0775228318750603
224,2734,1.4699085027526537
224,3123,0.16023421994206155
225,335,3.9358767181388394
225,627,0.5197015223347516
225,3578,0.09328474641541357
225,3580,2.0306222801298963
226,449,0.21822938700780806
226,966,0.3082069496152193
226,1204,5.573852289573265
226,3458,1.4781585282651564
226,3609,0.7321288620092339
227,1728,0.74343380636803
227,2422,5.129055857864477
228,384,2.1782365591956223
228,796,3.348773123832991
228,1917,1.3157375999869543
228,2766,0.10858623603496863
228,2940,4.744424855151416
228,3764,0.9823385057145324
229,989,0.020300937053044223
229,2401,2.5882867499783426
229,2791,5.770612548022345
229,3068,0.7676583151046885
230,1255,4.363597809281828
232,157,1.688767520860195
232,3006,0.295937605068422
232,3167,6.796020628067753
232,3233,2.310731379190302
232,3501,0.41311268726102995
233,850,0.009509334440570782
233,1286,0.2610929892042508
233,2006,1.0869488040244104
233,2363,1.2291571315214198
233,2612,1.2563018965576613
233,3292,1.6432372654715566
233,3840,0.8734169103385665
234,1169,1.2871412381765377
234,1263,4.342589877400902
234,2539,0.9309168770474102
234,3757,1.3387557976020281
235,198,0.49488025512739403
235,1925,0.04735494961622931
235,2229,2.2817559037757897
236,894,1.5066785160060525
236,2092,0.44061061887035535
236,2725,0.61103626874989
236,3148,1.286114949705981
236,3496,0.8047004970187676
237,677,0.5223061069700538
237,1227,0.004176739025673442
237,1482,3.3297030695814085
238,882,0.3190581163323115
238,992,1.9586457916186986
238,1326,2.6790336509258585
238,2168,0.9718465795435348
238,2355,0.3952458375933
239,1371,0.7160312351475728
239,2204,1.6223777068492282
239,3462,0.9806638057510074
240,651,1.6208618304359543
240,2258,2.6950321350112394
240,2429,0.4920909468902601
241,1475,0.28468659538082386
241,1880,0.6754748129894651
241,3883,1.248295067052692
242,212,0.054838488721917614
242,622,1.4960042334315165
242,1034,4.540061058686463
242,1800,0.8280521067120844
242,2755,0.9473255393216631
242,3446,2.2962984905469224
244,597,3.2330224558872893
244,1373,0.2665744840863699
244,1883,1.32261854657476
245,1477,2.0114054539806587
245,1788,1.1647841651123645
245,3087,3.039049224959243
245,3240,0.23423522759598048
246,1648,1.647686386573525
246,3570,0.4694709019245941
247,1066,1.4546848303144866
247,1472,0.027524942883184023
247,3913,2.8592140256574106
248,1262,0.11809334945546429
248,1603,2.2909634963187875
249,438,0.07126035660091198
249,1646,1.3768712858867735
249,3288,0.3496575619814735
249,3411,1.981323831657475
250,397,3.413714596716475
250,1501,4.462617060210041
250,1617,1.9671301986085603
250,3180,0.42786960447722044
250,3896,1.1806010968535017
251,65,1.925864461538873
251,1899,1.615084453755117
251,2124,0.1043187152426237
251,2952,0.9329037908872228
251,3425,2.130542877104404
251,3694,1.4029016574637068
252,1343,0.33011715053132307
252,1355,1.0528011383673392
252,3362,0.0719818287851859
252,3394,0.16582934840670002
252,3947,4.0295844539770425
253,42,2.4710912943041667
254,641,1.9763949543094161
254,1685,4.779238632203715
254,1802,3.681707794787142
254,2250,1.603258186880461
255,2847,0.1425577672767324
256,1032,2.548880826586176
256,1748,0.9049984003399304
256,2864,2.8099190511075802
256,3318,0.056088224950669445
257,788,0.8718048786288244
257,922,0.8415614801285687
257,953,1.5136130500150595
