,treatment_idx,resp_idx,GPT,ate
72,1172,648,0,-0.0004967153072357
73,610,648,0,0.0120860934257507
74,1204,648,0,0.0135761499404907
75,782,648,1,0.0516556203365325
76,549,648,0,-0.0019867718219757
77,611,648,0,-0.006953626871109
78,89,648,2,0.1066225171089172
79,461,648,0,0.005629152059555
80,637,648,0,0.007781445980072
81,511,648,0,-0.011589378118515
82,1592,648,0,-0.003973513841629
83,1677,648,0,-0.004801332950592
84,1186,648,0,0.0021522939205169
85,1035,648,0,0.011754959821701
86,19,648,0,0.0064569413661956
87,62,648,0,0.010430485010147
88,494,648,2,0.0961920320987701
89,711,648,0,-0.0112582743167877
90,135,648,0,-0.0041390657424926
91,1593,648,0,-0.0006622672080993
92,839,648,0,0.0004966855049133
93,1301,648,0,0.0013245046138763
94,35,648,0,0.007119208574295
95,1272,648,0,0.0028145909309387
96,166,648,0,0.0004967153072357
97,1224,648,0,-0.0051324367523193
98,1405,648,0,-0.0019867718219757
99,6,648,1,0.0637417137622833
100,1606,648,0,-0.0026490092277526
101,1606,648,0,-0.0026490092277526
102,1631,648,1,0.0453642606735229
103,1445,648,0,0.004635751247406
104,1275,648,1,0.0483443737030029
105,1262,648,1,0.0526489913463592
106,1693,648,0,0.0087748169898986
107,1477,648,0,-0.010264903306961
108,613,648,0,-0.009437084197998
109,1022,648,0,-0.005463570356369
110,196,648,0,0.004801332950592
111,144,648,0,-0.0132450461387634
112,1132,648,0,0.0049668848514556
113,450,648,0,0.0044701993465423
114,317,648,0,0.0064569413661956
115,455,648,0,-0.003973513841629
116,410,648,0,0.0018211901187896
117,1544,648,2,0.1097682118415832
118,1284,648,1,0.0470198690891265
119,88,648,0,-0.0018211901187896
120,2,648,1,0.0453642308712005
121,1014,648,0,0.0057947039604187
122,179,648,0,-0.007947027683258
123,434,648,1,0.0513245165348053
124,1129,648,1,0.0453642606735229
125,1375,648,0,0.005463570356369
126,606,648,0,-0.0039734840393066
127,1584,648,0,-0.0057947039604187
128,1687,648,2,0.1049668788909912
129,163,648,2,0.1059602499008178
130,930,648,1,0.0701986849308013
131,209,648,0,-0.0009933710098266
132,1408,648,0,0.0014900565147399
133,1380,648,0,0.0114238262176513
134,1282,648,0,0.0067881047725677
135,475,648,0,-0.0026490092277526
136,1810,648,0,-0.000827819108963
137,1323,648,0,-0.0028145909309387
138,968,648,0,-0.009271502494812
139,468,648,0,-0.0019867718219757
140,67,648,0,-0.010099321603775
141,599,648,0,0.003311276435852
142,608,648,0,0.0029801428318023
143,285,648,0,0.0009933710098266
144,1610,648,1,0.0589404106140136
145,268,648,0,-0.0135761797428131
146,227,648,1,0.0430463552474975
147,1772,648,0,0.0084437131881713
148,1266,648,0,-0.001655638217926
149,1515,648,1,0.0546357631683349
150,1726,648,0,0.0144039690494537
151,352,648,0,-0.007781445980072
152,1769,648,1,0.0395695567131042
153,708,648,0,0.0004966855049133
154,786,648,2,0.1117549538612365
155,1200,648,0,0.0067881047725677
156,1624,648,0,-0.010264903306961
157,1507,648,0,-0.010099321603775
158,942,648,0,0.001655638217926
159,1362,648,0,0.011754959821701
160,72,648,0,0.0062914192676544
161,1353,648,0,0.0028145611286163
162,986,648,0,-0.0061258375644683
163,452,648,-2,0.0054636001586914
164,390,648,0,0.0067880749702453
165,334,648,0,-0.0072847604751586
166,923,648,0,0.002483457326889
167,198,648,1,0.0596026480197906
168,1696,648,-2,0.0081125795841217
169,933,648,2,0.0998344123363494
170,1341,648,-2,0.004635751247406
171,1377,648,0,-0.0036423802375793
172,661,648,0,0.0069536566734313
173,292,648,0,-0.0006622374057769
174,578,648,0,0.0051324665546417
175,1756,648,0,-0.0006622672080993
176,1286,648,0,0.0139072835445404
177,1094,648,0,0.0052980184555053
178,508,648,0,0.0137417316436767
179,304,648,0,0.003145694732666
180,1189,648,0,-0.0034768283367156
181,71,648,2,0.1074503362178802
182,78,648,0,-0.0009933710098266
183,1616,648,2,0.118211954832077
184,592,648,1,0.0485099256038665
185,1092,648,1,0.0652318000793457
186,1004,648,0,0.0155629217624664
187,449,648,-1,0.0
188,282,648,0,0.009602665901184
189,1409,648,0,-0.0019867420196533
190,339,648,0,-0.0003311336040496
191,1327,648,0,0.0130794644355773
192,195,648,0,-0.0056291222572326
193,151,648,0,0.0043046474456787
194,158,648,0,-0.0011589229106903
195,1038,648,0,0.0072847604751586
196,1168,648,0,0.007947027683258
197,457,648,2,0.1011589169502258
198,1333,648,0,0.0152317881584167
199,10,648,3,0.144536405801773
200,785,648,0,-0.0044701993465423
201,407,648,0,-0.0026490092277526
202,1056,648,0,0.0056291222572326
203,428,648,0,-0.0112582743167877
204,1212,648,0,0.0003311336040496
205,910,648,0,-0.0049668848514556
206,762,648,0,0.0057947039604187
207,1779,648,0,-0.003973513841629
208,322,648,0,-0.001821219921112
209,663,648,0,0.002317875623703
210,145,648,1,0.0438741743564605
211,1235,648,0,0.000165581703186
212,165,648,2,0.1071192026138305
213,1337,648,0,0.004801332950592
214,891,648,0,-0.0033112466335296
215,442,648,0,0.0038079321384429
216,1260,648,0,0.0076158940792083
217,1590,648,0,0.004801332950592
218,1350,648,0,0.0104304552078247
219,848,648,0,-0.0069536566734313
220,1057,648,0,-0.0028145909309387
221,515,648,0,0.0028145611286163
222,343,648,0,0.0024834275245666
223,1357,648,0,0.003973513841629
224,1672,648,0,0.01274836063385
225,117,648,0,0.008774846792221
226,353,648,0,-0.0066225230693817
227,1047,648,2,0.1149006485939025
228,1225,648,0,-0.0056291222572326
229,1358,648,0,-0.0041390657424926
230,26,648,0,-0.0044701993465423
231,168,648,1,0.0456953644752502
232,1602,648,0,-0.0036423802375793
233,921,648,0,0.0119205117225646
234,481,648,0,-0.01274836063385
235,1243,648,0,0.0091059803962707
236,1488,648,2,0.1097682416439056
237,639,648,0,-0.0009933710098266
238,288,648,0,0.008774846792221
239,539,648,0,-0.006291389465332
240,379,648,1,0.0539735257625579
241,1274,648,0,0.0003311038017272
242,7,648,0,0.0004966855049133
243,1042,648,0,0.0021523237228393
244,233,648,0,0.0092715322971344
245,1344,648,0,0.0129139125347137
246,914,648,0,0.0013245046138763
247,764,648,0,0.0019867420196533
248,1335,648,0,0.0001655519008636
249,1635,648,0,0.0096026360988616
250,1730,648,0,0.0064569413661956
251,783,648,0,-0.007119208574295
252,122,648,0,0.008609265089035
253,1580,648,1,0.0600993335247039
254,836,648,1,0.0501655340194702
255,1758,648,0,-0.0003311336040496
256,356,648,0,-0.0006622374057769
257,512,648,0,0.0011589527130126
258,242,648,0,-0.0057947039604187
259,1569,648,0,-0.0004966855049133
260,1738,648,0,-0.0082781314849853
261,94,648,0,-0.0056291222572326
262,36,648,0,-0.0029801130294799
263,733,648,3,0.1605960130691528
264,849,648,1,0.0567880570888519
265,1213,648,0,0.0029801428318023
266,378,648,0,-0.0034767985343933
267,1254,742,0,-0.000331126153469
268,1197,742,-7,0.0
269,376,742,0,-0.0018211938440799
270,745,742,0,-0.0001655630767345
271,169,742,0,0.0064569525420665
272,1088,742,0,-0.0019867494702339
273,805,742,0,-0.0086092688143253
274,222,742,0,-0.0033112540841102
275,1671,742,0,0.0087748318910598
276,175,742,0,0.0016556270420551
277,673,742,0,0.0004966892302036
278,866,742,0,0.0013245046138763
279,1207,742,0,0.0023178830742836
280,18,742,0,-0.0049668848514556
281,1300,742,-2,-0.0087748393416404
282,1617,742,0,0.0006622523069381
283,1762,742,0,0.0279801338911056
284,81,742,0,0.0046357624232769
285,1175,742,0,0.0018211901187896
286,235,742,0,0.0028145685791969
287,1241,742,1,0.0930463522672653
288,308,742,0,0.0036423839628696
289,350,742,0,0.0013244971632957
290,465,742,0,-0.002317875623703
291,920,742,0,-0.0046357586979866
292,276,742,0,0.0003311187028884
293,1640,742,0,0.0001655593514442
294,650,742,0,-0.0016556307673454
295,383,742,0,-0.0013245046138763
296,575,742,0,0.0033112578094005
297,1172,742,0,-0.000827819108963
298,1204,742,0,-0.0048013255000114
299,637,742,0,0.0006622523069381
300,511,742,0,0.0001655668020248
301,1677,742,0,0.003145694732666
302,711,742,0,-0.0034768246114253
303,1405,742,0,-0.0033112578094005
304,6,742,0,-0.0023178830742836
305,1445,742,0,-0.0076158978044986
306,1275,742,0,0.0112582817673683
307,1693,742,0,0.0036423802375793
308,1022,742,0,0.007119208574295
309,2,742,0,0.0009933784604072
310,1014,742,0,0.000331126153469
311,179,742,0,-0.0046357624232769
312,1688,742,0,0.0021523162722587
313,1375,742,0,-0.0057947002351284
314,606,742,2,0.1768212020397186
315,163,742,0,0.0043046399950981
316,930,742,0,-0.0028145685791969
317,1408,742,0,0.0034768246114253
318,1380,742,0,-0.0011589415371418
319,475,742,0,-0.0003311187028884
320,1810,742,0,-0.0013244971632957
321,968,742,2,0.1586092710494995
322,67,742,0,-0.0041390731930732
323,599,742,-6,-0.000331126153469
324,608,742,0,-0.0008278153836727
325,285,742,0,-0.0054635740816593
326,268,742,0,0.0009933784604072
327,1772,742,0,-0.0006622523069381
328,1726,742,0,0.0023178830742836
329,1769,742,0,0.0059602633118629
330,708,742,0,-0.0033112540841102
331,942,742,0,-0.000331126153469
332,1362,742,0,0.0006622523069381
333,72,742,0,0.0014900676906108
334,198,742,0,-0.0018211901187896
335,1341,742,1,0.0819536373019218
336,578,742,0,0.0028145648539066
337,1756,742,1,0.0894039720296859
338,304,742,0,0.0028145685791969
339,278,742,0,0.0019867569208145
340,1004,742,1,0.0864238440990448
341,282,742,0,-0.0043046362698078
342,1409,742,0,0.0026490092277526
343,195,742,0,-0.0039735063910484
344,1038,742,0,-0.0028145685791969
345,785,742,0,-0.0043046362698078
346,1056,742,0,-0.0041390731930732
347,1779,742,1,0.0976821258664131
348,1235,742,0,0.001158945262432
349,485,742,0,-0.002649001777172
350,442,742,0,-0.0009933784604072
351,1260,742,0,-0.0019867569208145
352,1590,742,1,0.0827814489603042
353,1350,742,0,-0.0006622523069381
354,848,742,0,-0.0038079507648944
355,1057,742,0,-0.0036423876881599
356,515,742,0,-0.003973513841629
357,1357,742,0,-0.0029801279306411
358,117,742,0,-0.0004966892302036
359,1047,742,0,0.0001655593514442
360,1225,742,0,-0.0004966855049133
361,26,742,0,-0.002649001777172
362,168,742,0,0.0059602633118629
363,1602,742,0,0.0031456984579563
364,639,742,0,0.0046357586979866
365,539,742,0,-0.0008278116583824
366,1274,742,0,-0.0006622523069381
367,1042,742,0,0.0033112540841102
368,1704,742,-8,-0.001158945262432
369,1162,742,0,0.0013245046138763
370,266,742,-2,0.0014900639653205
371,590,742,0,0.0034768208861351
372,801,742,0,0.002649001777172
373,1254,83,0,-0.0004966929554939
374,1279,83,0,0.0144039765000343
375,222,83,0,0.0102648958563804
376,1671,83,0,-0.0026490092277526
377,577,83,0,-0.0076158940792083
378,673,83,0,0.0043046399950981
379,866,83,0,0.0160595998167991
380,517,83,0,-0.0029801353812217
381,1207,83,3,0.2635761499404907
382,18,83,0,-0.0105960294604301
383,1300,83,0,0.0203642398118972
384,1617,83,0,0.0144039765000343
385,798,83,0,0.0038079470396041
386,1762,83,0,-0.0009933784604072
387,81,83,0,0.0074503347277641
388,1175,83,0,0.0
389,1241,83,0,0.0021523237228393
390,350,83,0,0.0046357586979866
391,920,83,1,0.088907279074192
392,1640,83,-2,0.0064569488167762
393,383,83,0,-0.0016556307673454
394,1204,83,0,0.0084437131881713
395,637,83,0,0.0024834424257278
396,511,83,0,-0.0019867494702339
397,1035,83,0,0.0014900639653205
398,494,83,0,-0.0014900714159011
399,711,83,0,-0.0006622523069381
400,6,83,0,0.0013244971632957
401,1275,83,0,0.0021523162722587
402,1693,83,2,0.1711920499801635
403,1022,83,0,-0.0006622523069381
404,1014,83,0,-0.0104304626584053
405,179,83,0,-0.003145694732666
406,1375,83,0,-0.0024834498763084
407,1584,83,0,0.0029801279306411
408,163,83,0,-0.0049668923020362
409,930,83,0,0.0018211975693702
410,1408,83,0,-0.0009933784604072
411,1380,83,0,-0.0109271481633186
412,475,83,0,0.0014900639653205
413,1810,83,0,-0.0115894079208374
414,968,83,0,0.0009933784604072
415,67,83,1,0.0870860964059829
416,599,83,0,0.0084437131881713
417,608,83,0,0.0081125795841217
418,285,83,0,0.0046357586979866
419,268,83,1,0.0827814489603042
420,1726,83,0,0.0001655593514442
421,1769,83,0,0.0064569562673568
422,942,83,0,0.0
423,1362,83,1,0.0849337726831436
424,72,83,0,0.0038079470396041
425,1341,83,0,-0.003145694732666
426,578,83,0,-0.006291389465332
427,1756,83,0,-0.0077814608812332
428,1094,83,0,0.0137417167425155
429,304,83,0,0.0048013255000114
430,1004,83,0,0.0024834424257278
431,195,83,0,-0.0014900714159011
432,785,83,0,0.0006622523069381
433,1056,83,0,0.0013245046138763
434,1779,83,0,-0.0057947039604187
435,1235,83,0,0.0018211975693702
436,100,83,0,-0.012582778930664
437,1260,83,0,0.0066225156188011
438,1350,83,0,-0.0036423802375793
439,848,83,0,0.010264903306961
440,1225,83,0,0.0107615888118743
441,26,83,0,-0.0079470202326774
442,168,83,0,0.0067880749702453
443,1602,83,0,0.0046357661485672
444,639,83,0,-0.0006622523069381
445,539,83,0,0.0026490092277526
446,1274,83,0,0.0033112540841102
447,1042,83,0,0.0064569488167762
448,1254,1253,0,-0.002317875623703
449,1197,1253,0,-0.0056291371583938
450,1279,1253,0,-0.0029801279306411
451,222,1253,0,0.0028145760297775
452,866,1253,0,0.0167218595743179
453,1207,1253,0,0.0026489943265914
454,1175,1253,0,-0.0036423802375793
455,832,1253,0,0.0038079470396041
456,920,1253,0,-0.008774846792221
457,581,1253,0,0.003973513841629
458,1172,1253,0,-0.0004967004060745
459,1677,1253,0,-0.000827819108963
460,711,1253,0,-0.0019867569208145
461,1272,1253,0,0.003145694732666
462,166,1253,0,0.0004966855049133
463,1014,1253,0,0.0006622523069381
464,179,1253,0,0.0008278042078018
465,1688,1253,0,0.002317875623703
466,1584,1253,2,0.1624172180891037
467,930,1253,0,-0.003145694732666
468,1408,1253,0,0.0074503272771835
469,1380,1253,0,-0.0019867420196533
470,475,1253,0,-0.0049668848514556
471,968,1253,0,-0.003973513841629
472,608,1253,0,-0.0013245046138763
473,285,1253,0,-0.0061258375644683
474,268,1253,0,0.0004966855049133
475,1769,1253,0,0.0029801428318023
476,942,1253,0,0.0056291371583938
477,1362,1253,0,-0.006291389465332
478,578,1253,0,0.0009933710098266
479,1760,1253,0,-0.0021523088216781
480,1756,1253,0,-0.0057947039604187
481,304,1253,0,-0.0034768134355545
482,1297,1253,1,0.0675496757030487
483,278,1253,0,-0.0009933710098266
484,800,1253,0,0.003145694732666
485,785,1253,0,0.0049668848514556
486,1235,1253,0,0.0009933710098266
487,848,1253,0,0.0036423802375793
488,92,1253,0,-0.0076158940792083
489,26,1253,0,0.0086092799901962
490,168,1253,0,-0.0024834424257278
491,1602,1253,0,0.0004966855049133
492,288,1253,-1,-0.0039734989404678
493,1274,1253,0,-0.0041390806436538
494,1042,1253,0,0.0013245046138763
495,266,1253,0,-0.003145694732666
496,1096,1253,0,0.0066225081682205
497,105,1253,0,0.0014900714159011
498,1150,1253,0,0.007119208574295
499,1213,1253,-1,0.0024834424257278
500,1254,306,0,0.0046357661485672
501,1197,306,0,0.0048013180494308
502,376,306,0,-0.0004966855049133
503,805,306,0,0.003973513841629
504,222,306,0,0.0215231776237487
505,1671,306,0,0.0100993365049362
506,577,306,0,-0.0028145611286163
507,1207,306,0,0.0061258375644683
508,18,306,0,-0.003145694732666
509,1300,306,1,0.106622502207756
510,1617,306,0,0.0021523237228393
511,1762,306,0,0.0028145611286163
512,1221,306,0,0.009437084197998
513,1241,306,0,-0.0044701993465423
514,465,306,0,0.0175496637821197
515,276,306,0,-0.0069536417722702
516,581,306,1,0.0794701874256134
517,1204,306,1,0.0716887414455413
518,1677,306,0,0.0066225081682205
519,494,306,0,0.0036423802375793
520,711,306,0,-0.0006622523069381
521,166,306,0,0.0105960220098495
522,1275,306,0,-0.0013245046138763
523,2,306,0,-0.0049668848514556
524,1014,306,0,-0.010264903306961
525,179,306,0,-0.0024834424257278
526,930,306,0,0.003973513841629
527,1380,306,0,-0.0092715173959732
528,968,306,0,0.0033112615346908
529,608,306,0,0.0152317881584167
530,268,306,1,0.0768211930990219
531,1769,306,-9,-0.0013244897127151
532,942,306,0,-0.0034768134355545
533,1362,306,2,0.152814581990242
534,72,306,0,0.0004966855049133
535,1341,306,0,0.0009933859109878
536,578,306,1,0.0716887414455413
537,1760,306,0,0.003145694732666
538,1756,306,0,0.004635751247406
539,304,306,0,-0.0004966855049133
540,282,306,1,0.0733443796634674
541,1038,306,1,0.071854293346405
542,1779,306,0,-0.0009933710098266
543,1235,306,0,0.010264903306961
544,1260,306,1,0.0673841089010238
545,1057,306,0,-0.0009933859109878
546,1273,306,1,0.0837748497724533
547,26,306,1,0.0678807944059372
548,1602,306,0,0.0021523237228393
549,1274,306,0,0.0041390806436538
550,1042,306,0,-0.0014900714159011
551,1704,306,2,0.1501655578613281
552,266,306,0,0.0072847604751586
553,590,306,0,-0.0009933710098266
554,1096,306,1,0.0698675513267517
555,105,306,2,0.1513245105743408
556,801,306,0,-0.0029801279306411
557,521,306,0,-0.001655638217926
558,1254,277,0,0.0003311252221465
559,805,277,0,0.0009933775290846
560,1394,277,0,-0.0004966887645423
561,89,277,0,0.0009933775290846
562,1272,277,0,0.0013245032168924
563,1323,277,0,0.0006622518412768
564,268,277,0,0.0004966887645423
565,227,277,0,-0.0009933775290846
566,1377,277,0,-0.0001655626110732
567,1616,277,0,-0.0003311256878077
568,278,277,0,0.0014900658279657
569,407,277,0,-0.0013245036825537
570,762,277,0,0.0014900658279657
571,1254,1043,0,0.002317875623703
572,348,1043,0,-0.0066225230693817
573,1608,1043,0,0.0096026360988616
574,186,1043,1,0.0639072805643081
575,169,1043,0,0.0034768134355545
576,96,1043,1,0.0781456977128982
577,160,1043,0,-0.0084436982870101
578,70,1043,0,-0.0132450461387634
579,222,1043,1,0.0745033025741577
580,241,1043,1,0.0791390687227249
581,1671,1043,0,0.007119208574295
582,1315,1043,0,-0.0034768134355545
583,562,1043,0,0.0087748318910598
584,423,1043,0,0.0039734989404678
585,247,1043,0,0.0190397351980209
586,1542,1043,0,-0.0021523237228393
587,24,1043,1,0.0647350996732711
588,1508,1043,0,0.000827819108963
589,876,1043,0,-0.0001655519008636
590,1207,1043,0,0.0026490092277526
591,1752,1043,0,-0.0016556233167648
592,1762,1043,0,-0.0026490092277526
593,948,1043,0,-0.0013245046138763
594,1127,1043,0,-0.0114238411188125
595,1833,1043,0,-0.0036423802375793
596,1598,1043,0,0.0019867569208145
597,1686,1043,0,0.0011589378118515
598,465,1043,0,-0.003973513841629
599,1643,1043,0,-0.0024834424257278
600,532,1043,0,0.0107615888118743
601,1394,1043,0,0.0107615888118743
602,610,1043,0,-0.0049668997526168
603,1204,1043,0,-0.0033112615346908
604,782,1043,0,0.0021523237228393
605,1586,1043,1,0.0741721838712692
606,611,1043,-1,-0.0016556233167648
607,461,1043,1,0.0769867449998855
608,1592,1043,0,-0.0051324516534805
609,1677,1043,1,0.0644039660692215
610,1186,1043,0,-0.006291389465332
611,62,1043,2,0.1556291580200195
612,1301,1043,0,0.0067880898714065
613,1224,1043,0,-0.0036423802375793
614,6,1043,0,0.0099337697029113
615,1606,1043,0,0.0084437131881713
616,1477,1043,0,-0.0013245046138763
617,196,1043,0,-0.007947027683258
618,144,1043,1,0.067218542098999
619,317,1043,0,0.0021523237228393
620,1544,1043,0,0.000827819108963
621,1284,1043,0,0.003145694732666
622,1129,1043,0,-0.0018211901187896
623,1687,1043,0,0.0038079470396041
624,930,1043,0,-0.0052980035543441
625,1380,1043,0,0.0014900714159011
626,1282,1043,0,0.0067880749702453
627,1323,1043,0,-0.0043046325445175
628,1610,1043,0,-0.0013245046138763
629,268,1043,0,-0.003145694732666
630,352,1043,0,0.0066225081682205
631,708,1043,1,0.0748344361782074
632,1624,1043,1,0.0822847634553909
633,1507,1043,0,-0.0014900714159011
634,942,1043,0,-0.0028145760297775
635,1362,1043,0,0.0033112615346908
636,986,1043,0,-0.008609265089035
637,390,1043,0,-0.0026490092277526
638,1696,1043,0,0.0097682178020477
639,933,1043,0,-0.0057947039604187
640,661,1043,0,0.0011589527130126
641,292,1043,0,0.0044701993465423
642,578,1043,0,-0.002317875623703
643,1756,1043,0,-0.0074503421783447
644,1286,1043,1,0.0796357542276382
645,78,1043,1,0.0678807944059372
646,1092,1043,0,-0.0082781463861465
647,1409,1043,1,0.0653973519802093
648,158,1043,0,0.0064569562673568
649,457,1043,0,-0.0026490092277526
650,10,1043,0,0.0006622523069381
651,1056,1043,0,-0.0089403986930847
652,1779,1043,0,0.0074503421783447
653,145,1043,0,-0.0044701993465423
654,1260,1043,0,-0.0009933859109878
655,799,1043,1,0.0801324397325515
656,848,1043,2,0.1448675543069839
657,1273,1043,0,0.0006622523069381
658,26,1043,0,-0.0018211901187896
659,168,1043,0,-0.0066225081682205
660,1602,1043,0,0.0
661,539,1043,1,0.0812913924455642
662,1274,1043,0,-0.0006622523069381
663,507,1043,0,-0.0036423802375793
664,1042,1043,1,0.0668874084949493
665,1704,1043,2,0.1485099494457245
666,266,1043,1,0.0791390687227249
667,105,1043,2,0.1516556292772293
668,1254,11,0,-0.007781445980072
669,1515,11,0,0.0019867569208145
670,412,11,1,0.0725165456533432
671,1254,1654,0,-0.0029801316559314
672,222,1654,0,-0.0023178830742836
673,1671,1654,0,0.0024834461510181
674,866,1654,-4,-0.0023178793489933
675,1207,1654,0,-0.0026490055024623
676,798,1654,0,-0.0009933784604072
677,1762,1654,0,0.0011589415371418
678,81,1654,0,-0.0051324479281902
679,1175,1654,0,0.0026490055024623
680,235,1654,0,0.0061258263885974
681,308,1654,0,0.0
682,465,1654,0,-0.000331126153469
683,920,1654,0,-0.0076158940792083
684,276,1654,2,0.1718543022871017
685,581,1654,0,0.0074503310024738
686,383,1654,0,0.0
687,494,1654,0,-0.0011589378118515
688,711,1654,1,0.0902317836880683
689,1405,1654,0,0.0041390731930732
690,1275,1654,0,0.0001655630767345
691,1693,1654,0,-0.0026490055024623
692,1022,1654,2,0.1746688783168792
693,1079,1654,0,-0.0046357624232769
694,1014,1654,0,0.0043046362698078
695,179,1654,0,-0.0006622523069381
696,1375,1654,0,-0.0003311224281787
697,930,1654,0,0.0014900676906108
698,1380,1654,0,-0.0009933784604072
699,1810,1654,0,-0.0014900676906108
700,968,1654,0,0.0079470202326774
701,67,1654,0,0.0009933784604072
702,608,1654,0,-0.0004966892302036
703,285,1654,0,-0.0051324479281902
704,268,1654,0,0.001324500888586
705,1769,1654,0,-0.0049668885767459
706,708,1654,0,0.001324500888586
707,942,1654,0,-0.0006622523069381
708,1362,1654,0,-0.0001655630767345
709,1341,1654,0,0.0006622523069381
710,292,1654,0,0.0034768208861351
711,578,1654,0,0.0018211901187896
712,1756,1654,0,0.009437084197998
713,304,1654,0,-0.0026490092277526
714,1004,1654,0,-0.0028145685791969
715,195,1654,0,0.0038079470396041
716,1038,1654,1,0.0844370871782302
717,800,1654,0,0.0061258263885974
718,785,1654,0,-0.0018211901187896
719,1056,1654,0,-0.0028145685791969
720,1779,1654,0,0.0024834424257278
721,1123,1654,0,0.0033112578094005
722,1235,1654,0,0.0021523162722587
723,1260,1654,0,-0.0008278153836727
724,1350,1654,0,0.003145694732666
725,1057,1654,0,-0.0038079470396041
726,1357,1654,0,0.0006622523069381
727,1273,1654,0,0.0024834424257278
728,1047,1654,0,-0.0011589415371418
729,1225,1654,0,-0.0028145685791969
730,26,1654,0,-0.0014900676906108
731,168,1654,1,0.0903973504900932
732,1274,1654,0,-0.0019867531955242
733,1042,1654,0,0.0034768208861351
734,1704,1654,0,-0.0019867531955242
735,266,1654,0,0.0006622485816478
736,589,1654,0,0.0033112578094005
737,590,1654,0,-0.0034768208861351
738,720,1654,1,0.0804635807871818
739,1681,1654,0,-0.0009933784604072
740,105,1654,0,0.0033112578094005
741,1199,1654,0,0.0041390731930732
742,801,1654,1,0.0882450342178344
743,1393,1654,0,-0.0011589415371418
744,356,1654,0,-0.0046357586979866
745,1254,1831,0,-0.0036423802375793
746,1197,1831,0,-0.000331126153469
747,376,1831,0,0.0004966929554939
748,533,1831,1,0.0764900669455528
749,169,1831,0,-0.0016556233167648
750,222,1831,0,0.0044701993465423
751,1671,1831,0,0.0008278116583824
752,440,1831,0,0.0009933784604072
753,1207,1831,0,0.0004966855049133
754,1300,1831,0,-0.0086092725396156
755,1762,1831,1,0.0773178786039352
756,1175,1831,0,-0.0051324516534805
757,235,1831,0,0.0001655668020248
758,920,1831,0,0.0115894079208374
759,581,1831,0,-0.0016556233167648
760,1172,1831,-5,0.0029801279306411
761,1677,1831,0,-0.0038079470396041
762,494,1831,1,0.0832781419157981
763,711,1831,1,0.0788079425692558
764,1593,1831,0,-0.0004966855049133
765,166,1831,0,-0.0044701993465423
766,1022,1831,0,0.0069536417722702
767,2,1831,0,-0.0006622523069381
768,1014,1831,0,-0.0069536417722702
769,1688,1831,0,0.0
770,1375,1831,1,0.0832781419157981
771,606,1831,0,0.0024834424257278
772,930,1831,0,-0.0009933784604072
773,1380,1831,0,0.0074503272771835
774,1810,1831,0,-0.0054635778069496
